mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
67	67	267/2	267/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		4	64	E4	4	547
67	67	267/2	267/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		3	69	A4	4	547
67	67	535/4	535/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		0	60	C4	4	548
67	67	535/4	535/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		0	72	C5	5	548
68	68	134	134	0.5		0	0	2/4	2	1	1/8		1/8	1		2	38	D2	2	558
68	68	134	134	0.5		0	0	2/4	2	1	1/8		1/8	1		2	50	D3	3	558
68	68	134	134	0.25		0	0	2/4	1	1	1/16		1/16	1		-1	65	F4	4	553
68	68	134	134	0.25		0	0	2/4	1	1	1/16		1/16	1		5	71	B4	4	553
68	68	537/4	537/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		2	62	D4	4	554
68	68	537/4	537/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		2	74	D5	5	554
68	68	269/2	269/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		0	24	C1	1	559
68	68	269/2	269/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		0	36	C2	2	559
68	68	269/2	269/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-1	65	F4	4	555
68	68	269/2	269/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	555
68	68	539/4	539/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		2	62	D4	4	556
68	68	539/4	539/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		2	74	D5	5	556
68	68	135	135	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		4	40	E2	2	560
68	68	135	135	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		4	52	E3	3	560
68	68	135	135	1.0		1/4	1/4	2/4	1	1	1/4		1/4	1		1	67	G4	4	557
68	68	135	135	1.0		1/4	1/4	2/4	1	1	1/4		1/4	1		0	72	C5	5	557
68	68	271/2	271/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		0	24	C1	1	561
68	68	271/2	271/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		0	36	C2	2	561
69	69	136	136	0.75		0	0	2/4	2	1	3/16		1/8	3/2		0	60	C4	4	567
69	69	136	136	0.5		0	0	2/4	1	1	1/8		1/8	1		1	79	G5	5	562
69	69	136	136	0.5		0	0	2/4	1	1	1/8		1/8	1		-2	82	Bb5	5	562
69	69	273/2	273/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		1	79	G5	5	563
69	69	273/2	273/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-2	82	Bb5	5	563
69	69	547/4	547/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		-1	53	F3	3	568
69	69	547/4	547/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		-1	77	F5	5	564
69	69	547/4	547/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		2	86	D6	6	564
69	69	137	137	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		0	60	C4	4	569
69	69	137	137	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		4	76	E5	5	565
69	69	137	137	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		1	79	G5	5	565
69	69	551/4	551/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		-1	53	F3	3	570
69	69	551/4	551/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		2	74	D5	5	566
69	69	551/4	551/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		-2	82	Bb5	5	566
70	70	138	138	0.75		0	0	2/4	2	1	3/16		1/8	3/2		0	60	C4	4	576
70	70	138	138	0.5		0	0	2/4	1	1	1/8		1/8	1		-1	77	F5	5	571
70	70	138	138	0.5		0	0	2/4	1	1	1/8		1/8	1		3	81	A5	5	571
70	70	277/2	277/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-1	77	F5	5	572
70	70	277/2	277/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		3	81	A5	5	572
70	70	555/4	555/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		-1	53	F3	3	577
70	70	555/4	555/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		4	76	E5	5	573
70	70	555/4	555/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		0	84	C6	6	573
70	70	139	139	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		0	60	C4	4	578
70	70	139	139	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		2	74	D5	5	574
70	70	139	139	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		-1	77	F5	5	574
70	70	559/4	559/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		-1	53	F3	3	579
70	70	559/4	559/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		0	72	C5	5	575
70	70	559/4	559/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	575
71	71	140	140	0.75		0	0	2/4	2	1	3/16		1/8	3/2		0	60	C4	4	586
71	71	140	140	0.5		0	0	2/4	1	1	1/8		1/8	1		4	76	E5	5	580
71	71	140	140	0.5		0	0	2/4	1	1	1/8		1/8	1		1	79	G5	5	580
71	71	281/2	281/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		4	76	E5	5	581
71	71	281/2	281/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		1	79	G5	5	581
71	71	563/4	563/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		-1	53	F3	3	587
71	71	563/4	563/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		2	74	D5	5	582
71	71	563/4	563/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		-2	82	Bb5	5	582
71	71	141	141	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		0	60	C4	4	588
71	71	141	141	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		-2	70	Bb4	4	583
71	71	141	141	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		2	74	D5	5	583
71	71	283/2	283/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		-2	70	Bb4	4	584
71	71	283/2	283/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		2	74	D5	5	584
71	71	567/4	567/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		-1	53	F3	3	589
71	71	567/4	567/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	585
71	71	567/4	567/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		-1	77	F5	5	585
72	72	142	142	0.75		0	0	2/4	2	1	3/16		1/8	3/2		0	60	C4	4	595
72	72	142	142	0.5		0	0	2/4	1	1	1/8		1/8	1		0	72	C5	5	590
72	72	142	142	0.5		0	0	2/4	1	1	1/8		1/8	1		4	76	E5	5	590
72	72	285/2	285/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		0	72	C5	5	591
72	72	285/2	285/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		4	76	E5	5	591
72	72	571/4	571/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		-1	53	F3	3	596
72	72	571/4	571/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		-2	70	Bb4	4	592
72	72	571/4	571/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		1	79	G5	5	592
72	72	143	143	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		0	60	C4	4	597
72	72	143	143	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		3	69	A4	4	593
72	72	143	143	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		-1	77	F5	5	593
72	72	575/4	575/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		-1	53	F3	3	598
72	72	575/4	575/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	594
73	73	144	144	0.75		0	0	2/4	2	1	3/16		1/8	3/2		1	55	G3	3	604
73	73	144	144	0.5		0	0	2/4	1	1	1/8		1/8	1		2	74	D5	5	599
73	73	144	144	0.5		0	0	2/4	1	1	1/8		1/8	1		-1	77	F5	5	599
73	73	289/2	289/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		2	74	D5	5	600
73	73	289/2	289/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-1	77	F5	5	600
73	73	579/4	579/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		0	48	C3	3	605
73	73	579/4	579/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		0	72	C5	5	601
73	73	579/4	579/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	601
73	73	145	145	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		1	55	G3	3	606
73	73	145	145	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		5	71	B4	4	602
73	73	145	145	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		2	74	D5	5	602
73	73	583/4	583/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		0	48	C3	3	607
73	73	583/4	583/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	603
73	73	583/4	583/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		-1	77	F5	5	603
74	74	146	146	0.75		0	0	2/4	2	1	3/16		1/8	3/2		1	55	G3	3	613
74	74	146	146	0.5		0	0	2/4	1	1	1/8		1/8	1		0	72	C5	5	608
74	74	146	146	0.5		0	0	2/4	1	1	1/8		1/8	1		4	76	E5	5	608
74	74	293/2	293/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		0	72	C5	5	609
74	74	293/2	293/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		4	76	E5	5	609
74	74	587/4	587/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		0	48	C3	3	614
74	74	587/4	587/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	610
74	74	587/4	587/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		1	79	G5	5	610
74	74	147	147	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		1	55	G3	3	615
74	74	147	147	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		3	69	A4	4	611
74	74	147	147	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		0	72	C5	5	611
74	74	591/4	591/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		0	48	C3	3	616
74	74	591/4	591/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		1	67	G4	4	612
74	74	591/4	591/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		4	76	E5	5	612
75	75	148	148	0.75		0	0	2/4	2	1	3/16		1/8	3/2		1	55	G3	3	623
75	75	148	148	0.5		0	0	2/4	1	1	1/8		1/8	1		5	71	B4	4	617
75	75	148	148	0.5		0	0	2/4	1	1	1/8		1/8	1		2	74	D5	5	617
75	75	297/2	297/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	618
75	75	297/2	297/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		2	74	D5	5	618
75	75	595/4	595/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		0	48	C3	3	624
75	75	595/4	595/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	619
75	75	595/4	595/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		-1	77	F5	5	619
75	75	149	149	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		1	55	G3	3	625
75	75	149	149	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		-1	65	F4	4	620
75	75	149	149	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		3	69	A4	4	620
75	75	299/2	299/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		-1	65	F4	4	621
75	75	299/2	299/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		3	69	A4	4	621
75	75	599/4	599/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		0	48	C3	3	626
75	75	599/4	599/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		4	64	E4	4	622
75	75	599/4	599/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		0	72	C5	5	622
76	76	150	150	0.75		0	0	2/4	2	1	3/16		1/8	3/2		1	55	G3	3	631
76	76	150	150	0.5		0	0	2/4	1	1	1/8		1/8	1		1	67	G4	4	627
76	76	150	150	0.5		0	0	2/4	1	1	1/8		1/8	1		5	71	B4	4	627
76	76	301/2	301/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		1	67	G4	4	628
76	76	301/2	301/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	628
76	76	603/4	603/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		0	48	C3	3	632
76	76	603/4	603/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		-1	65	F4	4	629
76	76	603/4	603/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		2	74	D5	5	629
76	76	151	151	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		1	55	G3	3	633
76	76	151	151	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		4	64	E4	4	630
76	76	151	151	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		0	72	C5	5	630
76	76	607/4	607/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		0	48	C3	3	634
77	77	152	152	0.75		0	0	2/4	2	1	3/16		1/8	3/2		0	48	C3	3	641
77	77	152	152	0.25		0	0	2/4	1	1	1/16		1/16	1		1	67	G4	4	635
77	77	152	152	0.25		0	0	2/4	1	1	1/16		1/16	1		-2	70	Bb4	4	635
77	77	609/4	609/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		-1	65	F4	4	636
77	77	609/4	609/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		2	74	D5	5	636
77	77	305/2	305/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		1	67	G4	4	637
77	77	305/2	305/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-2	70	Bb4	4	637
77	77	611/4	611/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		-1	41	F2	2	642
77	77	611/4	611/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		-1	65	F4	4	638
77	77	611/4	611/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		2	74	D5	5	638
77	77	153	153	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		0	48	C3	3	643
77	77	153	153	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		4	64	E4	4	639
77	77	153	153	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		1	67	G4	4	639
77	77	615/4	615/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		-1	41	F2	2	644
77	77	615/4	615/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		2	62	D4	4	640
77	77	615/4	615/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		-2	70	Bb4	4	640
78	78	154	154	0.75		0	0	2/4	2	1	3/16		1/8	3/2		0	48	C3	3	651
78	78	154	154	0.25		0	0	2/4	1	1	1/16		1/16	1		-1	65	F4	4	645
78	78	154	154	0.25		0	0	2/4	1	1	1/16		1/16	1		3	69	A4	4	645
78	78	617/4	617/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		4	64	E4	4	646
78	78	617/4	617/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		0	72	C5	5	646
78	78	309/2	309/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-1	65	F4	4	647
78	78	309/2	309/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		3	69	A4	4	647
78	78	619/4	619/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		-1	41	F2	2	652
78	78	619/4	619/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		4	64	E4	4	648
78	78	619/4	619/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		0	72	C5	5	648
78	78	155	155	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		0	48	C3	3	653
78	78	155	155	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		2	62	D4	4	649
78	78	155	155	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		-1	65	F4	4	649
78	78	623/4	623/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		-1	41	F2	2	654
78	78	623/4	623/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		0	60	C4	4	650
78	78	623/4	623/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	650
79	79	156	156	0.75		0	0	2/4	2	1	3/16		1/8	3/2		0	48	C3	3	663
79	79	156	156	0.25		0	0	2/4	1	1	1/16		1/16	1		4	64	E4	4	655
79	79	156	156	0.25		0	0	2/4	1	1	1/16		1/16	1		1	67	G4	4	655
79	79	625/4	625/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		2	62	D4	4	656
79	79	625/4	625/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		-2	70	Bb4	4	656
79	79	313/2	313/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		4	64	E4	4	657
79	79	313/2	313/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		1	67	G4	4	657
79	79	627/4	627/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		-1	41	F2	2	664
79	79	627/4	627/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		2	62	D4	4	658
79	79	627/4	627/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		-2	70	Bb4	4	658
79	79	157	157	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		0	48	C3	3	665
79	79	157	157	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		-2	58	Bb3	3	659
79	79	157	157	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		2	62	D4	4	659
79	79	629/4	629/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		3	57	A3	3	660
79	79	629/4	629/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		-1	65	F4	4	660
79	79	315/2	315/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		-2	58	Bb3	3	661
79	79	315/2	315/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		2	62	D4	4	661
79	79	631/4	631/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		-1	41	F2	2	666
79	79	631/4	631/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		3	57	A3	3	662
79	79	631/4	631/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		-1	65	F4	4	662
80	80	158	158	0.75		0	0	2/4	2	1	3/16		1/8	3/2		0	48	C3	3	673
80	80	158	158	0.25		0	0	2/4	1	1	1/16		1/16	1		0	60	C4	4	667
80	80	158	158	0.25		0	0	2/4	1	1	1/16		1/16	1		4	64	E4	4	667
80	80	633/4	633/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		-2	58	Bb3	3	668
80	80	633/4	633/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		1	67	G4	4	668
80	80	317/2	317/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		0	60	C4	4	669
80	80	317/2	317/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		4	64	E4	4	669
80	80	635/4	635/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		-1	41	F2	2	674
80	80	635/4	635/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		-2	58	Bb3	3	670
80	80	635/4	635/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		1	67	G4	4	670
80	80	159	159	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		0	48	C3	3	675
80	80	159	159	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		3	57	A3	3	671
80	80	159	159	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		-1	65	F4	4	671
80	80	639/4	639/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		-1	41	F2	2	676
80	80	639/4	639/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	672
81	81	160	160	0.75		0	0	2/4	2	1	3/16		1/8	3/2		1	43	G2	2	683
81	81	160	160	0.25		0	0	2/4	1	1	1/16		1/16	1		2	62	D4	4	677
81	81	160	160	0.25		0	0	2/4	1	1	1/16		1/16	1		-1	65	F4	4	677
81	81	641/4	641/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		0	60	C4	4	678
81	81	641/4	641/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	678
81	81	321/2	321/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		2	62	D4	4	679
81	81	321/2	321/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-1	65	F4	4	679
81	81	643/4	643/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		0	36	C2	2	684
81	81	643/4	643/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		0	60	C4	4	680
81	81	643/4	643/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	680
81	81	161	161	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		1	43	G2	2	685
81	81	161	161	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		5	59	B3	3	681
81	81	161	161	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		2	62	D4	4	681
81	81	647/4	647/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		0	36	C2	2	686
81	81	647/4	647/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		3	57	A3	3	682
81	81	647/4	647/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		0	60	C4	4	682
81	81	647/4	647/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		-1	65	F4	4	682
82	82	162	162	0.75		0	0	2/4	2	1	3/16		1/8	3/2		1	43	G2	2	693
82	82	162	162	0.25		0	0	2/4	1	1	1/16		1/16	1		0	60	C4	4	687
82	82	162	162	0.25		0	0	2/4	1	1	1/16		1/16	1		4	64	E4	4	687
82	82	649/4	649/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		5	59	B3	3	688
82	82	649/4	649/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		1	67	G4	4	688
82	82	325/2	325/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		0	60	C4	4	689
82	82	325/2	325/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		4	64	E4	4	689
82	82	651/4	651/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		0	36	C2	2	694
82	82	651/4	651/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		5	59	B3	3	690
82	82	651/4	651/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		1	67	G4	4	690
82	82	163	163	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		1	43	G2	2	695
82	82	163	163	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		3	57	A3	3	691
82	82	163	163	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		0	60	C4	4	691
82	82	655/4	655/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		0	36	C2	2	696
82	82	655/4	655/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		1	55	G3	3	692
82	82	655/4	655/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		4	64	E4	4	692
83	83	164	164	0.75		0	0	2/4	2	1	3/16		1/8	3/2		1	43	G2	2	705
83	83	164	164	0.25		0	0	2/4	1	1	1/16		1/16	1		5	59	B3	3	697
83	83	164	164	0.25		0	0	2/4	1	1	1/16		1/16	1		2	62	D4	4	697
83	83	657/4	657/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		3	57	A3	3	698
83	83	657/4	657/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		-1	65	F4	4	698
83	83	329/2	329/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	59	B3	3	699
83	83	329/2	329/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		2	62	D4	4	699
83	83	659/4	659/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		0	36	C2	2	706
83	83	659/4	659/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		3	57	A3	3	700
83	83	659/4	659/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		-1	65	F4	4	700
83	83	165	165	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		1	43	G2	2	707
83	83	165	165	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		-1	53	F3	3	701
83	83	165	165	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		3	57	A3	3	701
83	83	661/4	661/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		4	52	E3	3	702
83	83	661/4	661/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		0	60	C4	4	702
83	83	331/2	331/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		-1	53	F3	3	703
83	83	331/2	331/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		3	57	A3	3	703
83	83	663/4	663/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		0	36	C2	2	708
83	83	663/4	663/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		4	52	E3	3	704
83	83	663/4	663/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		0	60	C4	4	704
84	84		166	0.75	1	0	0	2/4	2	1	3/16		1/8	3/2		1	43	G2	2	714
84	84		166	0.25	1	0	0	2/4	1	1	1/16		1/16	1		1	55	G3	3	709
84	84		166	0.25	1	0	0	2/4	1	1	1/16		1/16	1		5	59	B3	3	709
84	84		665/4	0.25	1	1/16	1/16	2/4	1	1	1/16		1/16	1		-1	53	F3	3	710
84	84		665/4	0.25	1	1/16	1/16	2/4	1	1	1/16		1/16	1		2	62	D4	4	710
84	84		333/2	0.25	1	1/8	1/8	2/4	1	1	1/16		1/16	1		1	55	G3	3	711
84	84		333/2	0.25	1	1/8	1/8	2/4	1	1	1/16		1/16	1		5	59	B3	3	711
84	84		667/4	0.25	1	3/16	3/16	2/4	2	1	1/16		1/16	1		0	36	C2	2	715
84	84		667/4	0.25	1	3/16	3/16	2/4	1	1	1/16		1/16	1		-1	53	F3	3	712
84	84		667/4	0.25	1	3/16	3/16	2/4	1	1	1/16		1/16	1		2	62	D4	4	712
84	84		167	0.75	1	1/4	1/4	2/4	2	1	3/16		1/8	3/2		1	43	G2	2	716
84	84		167	0.5	1	1/4	1/4	2/4	1	1	1/8		1/8	1		4	52	E3	3	713
84	84		167	0.5	1	1/4	1/4	2/4	1	1	1/8		1/8	1		0	60	C4	4	713
84	84		671/4	0.25	1	7/16	7/16	2/4	2	1	1/16		1/16	1		0	36	C2	2	717
85	84	166	168	0.75	2	0	0	2/4	2	1	3/16		1/8	3/2		1	43	G2	2	722
85	84	166	168	0.25	2	0	0	2/4	1	1	1/16		1/16	1		1	55	G3	3	718
