mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
92	92	273	273	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	796		articAccentAbove						
92	92	820/3	820/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	797								
92	92	821/3	821/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	798								
92	92	274	274	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	799								
92	92	823/3	823/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	800								
92	92	824/3	824/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	801								
92	92	275	275	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	802								
92	92	273	273	0.0	0	0	Spanner	3/4	2	1	0											19	19
92	92	273	273	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	803		articStaccatoAbove					19	19
92	92	274	274	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	804		articStaccatoAbove					19	19
92	92	275	275	0.0	1/2	1/2	Spanner	3/4	2	1	0												
93	93	276	276	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	805		articAccentAbove						
93	93	1107/4	1107/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	806								
93	93	277	277	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	807								
93	93	832/3	832/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	808								
93	93	833/3	833/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	809								
93	93	278	278	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	810								
93	93	835/3	835/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	811								
93	93	836/3	836/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	812								
93	93	276	276	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	813								
93	93	278	278	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	814								
93	93	276	276	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	815								
93	93	278	278	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	816								
94	94	279	279	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	817		articStaccatoBelow						
94	94	280	280	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	818		articTenutoBelow						
94	94	279	279	0.0	0	0	Spanner	3/4	2	1	0											20	20
94	94	279	279	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	819							20	20
94	94	281	281	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	820							20	20
95	95	282	282	0.0	0	0	StaffText	3/4	1	1	0							<i>dim.</i>					
95	95	282	282	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	821		articAccentBelow						
95	95	847/3	847/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	822								
95	95	848/3	848/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	823								
95	95	283	283	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	824								
95	95	850/3	850/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	825								
95	95	851/3	851/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	826								
95	95	284	284	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	827								
95	95	853/3	853/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	828								
95	95	854/3	854/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	829								
95	95	282	282	0.0	0	0	Spanner	3/4	2	1	0												
95	95	282	282	0.0	0	0	Spanner	3/4	2	1	0											21	21
95	95	282	282	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	830		articStaccatoAbove					21	21
95	95	283	283	0.0	1/4	1/4	Spanner	3/4	2	1	0												
95	95	283	283	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	831		articStaccatoBelow						
96	96	285	285	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	832		articAccentAbove						
96	96	856/3	856/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	833								
96	96	857/3	857/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	834								
96	96	286	286	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	835								
96	96	859/3	859/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	836								
96	96	860/3	860/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	837								
96	96	287	287	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	838								
96	96	862/3	862/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	839								
96	96	863/3	863/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	840								
96	96	285	285	0.0	0	0	Spanner	3/4	2	1	0											22	22
96	96	285	285	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	841		articStaccatoAbove					22	22
96	96	286	286	0.0	1/4	1/4	Spanner	3/4	2	1	0												
96	96	286	286	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	842		articStaccatoBelow						
97	97	288	288	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	843		articAccentBelow						
97	97	865/3	865/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	844								
97	97	866/3	866/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	845								
97	97	289	289	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	846								
97	97	868/3	868/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	847								
97	97	869/3	869/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	848								
97	97	290	290	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	849								
97	97	871/3	871/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	850								
97	97	872/3	872/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	851								
97	97	288	288	0.0	0	0	Spanner	3/4	2	1	0											23	23
97	97	288	288	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	852		articStaccatoAbove					23	23
97	97	289	289	0.0	1/4	1/4	Spanner	3/4	2	1	0												
97	97	289	289	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	853		articStaccatoBelow						
98	98	291	291	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	854		articAccentAbove						
98	98	874/3	874/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	855								
98	98	875/3	875/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	856								
98	98	292	292	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	857								
98	98	877/3	877/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	858								
98	98	878/3	878/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	859								
98	98	293	293	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	860								
98	98	291	291	0.0	0	0	Spanner	3/4	2	1	0											24	24
98	98	291	291	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	861		articStaccatoAbove					24	24
98	98	292	292	0.0	1/4	1/4	Spanner	3/4	2	1	0												
98	98	292	292	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	862		articStaccatoBelow						
99	99	294	294	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	863		articAccentAbove						
99	99	1179/4	1179/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	864								
99	99	295	295	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	865								
99	99	886/3	886/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	866								
99	99	887/3	887/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	867								
99	99	296	296	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	868								
99	99	889/3	889/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	869								
99	99	890/3	890/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	870								
99	99	294	294	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	871								
99	99	296	296	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	872								
99	99	294	294	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	873								
99	99	296	296	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	874								
100	100	297	297	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	875		articStaccatoBelow						
100	100	298	298	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	876		articTenutoBelow						
100	100	297	297	0.0	0	0	Spanner	3/4	2	1	0											25	25
100	100	297	297	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	877							25	25
100	100	299	299	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	878							25	25
101	101	300	300	0.0	0	0	Dynamic	3/4	2	1	0					pp							
101	101	300	300	0.0	0	0	Spanner	3/4	2	1	0												
101	101	300	300	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	879								
101	101	302	302	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	880								
102	102	303	303	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	881								
102	102	1215/4	1215/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	882								
102	102	304	304	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	883								
102	102	1219/4	1219/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	884								
102	102	305	305	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	885								
102	102	1223/4	1223/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	886								
102	102	303	303	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	887								
102	102	305	305	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	888								
103	103	306	306	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	889								
103	103	308	308	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	890								
104	104	309	309	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	891								
104	104	1239/4	1239/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	892								
104	104	310	310	0.0	1/4	1/4	Spanner	3/4	1	1	0										1		
104	104	310	310	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	893						1		
104	104	1243/4	1243/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	894						1		
104	104	311	311	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	895						1		
104	104	1247/4	1247/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	896						1		
104	104	309	309	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	897								
104	104	311	311	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	898								
105	105	312	312	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	899								
105	105	314	314	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	900								
106	106	315	315	0.0	0	0	Spanner	3/4	1	1	0												
107	107	318	318	0.0	0	0	StaffText	3/4	1	1	0							<i>cant.</i>					
107	107	318	318	0.0	0	0	Dynamic	3/4	1	1	0					p							
107	107	318	318	0.0	0	0	StaffText	3/4	1	1	0							Tempo I					
107	107	318	318	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	901								
107	107	318	318	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	902				47				
107	107	637/2	637/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	903				47				
107	107	319	319	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	904				47				
107	107	639/2	639/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	905				47				
107	107	320	320	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	906				47				
107	107	641/2	641/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	907								
108	108	321	321	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	908								
108	108	322	322	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	909								
108	108	322	322	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	910		articStaccatoAbove						
108	108	323	323	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	911		articStaccatoBelow						
109	109	324	324	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	912								
109	109	324	324	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	913				48				
109	109	649/2	649/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	914				48				
109	109	325	325	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	915				48				
109	109	651/2	651/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	916				48				
109	109	326	326	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	917				48				
109	109	653/2	653/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	918								
110	110	327	327	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	919								
110	110	328	328	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	920								
110	110	328	328	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	921		articStaccatoAbove						
110	110	329	329	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	922		articStaccatoBelow						
111	111	330	330	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	923								
111	111	330	330	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	924				49				
111	111	661/2	661/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	925				49				
111	111	331	331	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	926				49				
111	111	663/2	663/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	927				49				
111	111	332	332	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	928				49				
111	111	665/2	665/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	929								
112	112	333	333	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	930								
112	112	669/2	669/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	931				50				
112	112	335	335	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	932				50				
112	112	671/2	671/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	933								
112	112	334	334	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	934								
112	112	334	334	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	935								
113	113	336	336	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	936								
113	113	675/2	675/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	937				51				
113	113	338	338	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	938				51				
113	113	677/2	677/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	939								
113	113	337	337	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	940								
113	113	337	337	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	941								
114	114	339	339	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	942								
114	114	340	340	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	943								
114	114	340	340	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	944								
114	114	341	341	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	945								
115	115	342	342	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	946				52				
115	115	685/2	685/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	947				52				
115	115	343	343	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	948				52				
115	115	687/2	687/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	949				52				
115	115	344	344	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	950				52				
115	115	689/2	689/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	951				52				
115	115	342	342	0.0	0	0	Spanner	3/4	2	1	0											26	26
115	115	342	342	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	952							26	26
116	116	345	345	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	953				52				
116	116	691/2	691/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	954				52				
116	116	346	346	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	955				52				
116	116	693/2	693/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	956				52				
116	116	347	347	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	957				52				
116	116	695/2	695/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	958				52				
116	116	345	345	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	959							26	26
117	117	348	348	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	960				52				
117	117	697/2	697/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	961				52				
117	117	349	349	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	962				52				
117	117	699/2	699/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	963				52				
117	117	350	350	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	964				52				
117	117	701/2	701/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	965				52				
117	117	348	348	0.0	0	0	Spanner	3/4	2	1	0												
118	118	351	351	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	966				52				
118	118	703/2	703/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	967				52				
118	118	352	352	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	968								
118	118	351	351	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	969								
118	118	351	351	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	970				53				
118	118	353	353	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	971								
119	119	354	354	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	972				54				
119	119	709/2	709/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	973				54				
119	119	355	355	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	974				54				
119	119	711/2	711/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	975				54				
119	119	356	356	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	976				54				
119	119	713/2	713/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	977				54				
119	119	354	354	0.0	0	0	Spanner	3/4	2	1	0											27	27
119	119	354	354	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	978							27	27
120	120	357	357	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	979				54				
120	120	715/2	715/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	980				54				
120	120	358	358	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	981				54				
120	120	717/2	717/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	982				54				
120	120	359	359	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	983				54				
120	120	719/2	719/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	984				54				
120	120	357	357	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	985							27	27
121	121	360	360	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	986				54				
121	121	721/2	721/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	987				54				
121	121	361	361	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	988				54				
121	121	723/2	723/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	989				54				
121	121	362	362	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	990				54				
121	121	725/2	725/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	991				54				
121	121	360	360	0.0	0	0	Spanner	3/4	2	1	0												
122	122	363	363	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	992				54				
122	122	727/2	727/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	993				54				
122	122	364	364	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	994								
122	122	363	363	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	995								
122	122	363	363	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	996				55				
122	122	365	365	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	997								
123	123	366	366	0.0	0	0	Dynamic	3/4	1	1	0					p							
123	123	366	366	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	998				56				
123	123	733/2	733/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	999				56				
123	123	1467/4	1467/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1000				56				
123	123	367	367	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	1001								
123	123	367	367	0.0	1/4	1/4	Spanner	3/4	2	1	0											28	28
123	123	367	367	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1002		articStaccatoAbove					28	28
123	123	368	368	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1003		articStaccatoBelow					28	28
124	124	369	369	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1004				57				
124	124	739/2	739/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1005								
124	124	370	370	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1006				58				
124	124	741/2	741/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1007								
124	124	371	371	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1008				59				
124	124	743/2	743/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1009								
124	124	370	370	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1010		articStaccatoBelow						
124	124	371	371	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1011		articStaccatoBelow						
124	124	369	369	0.0	0	0	Spanner	3/4	2	1	0												
124	124	370	370	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1012		articStaccatoAbove						
124	124	371	371	0.0	1/2	1/2	Spanner	3/4	2	1	0											29	29
124	124	371	371	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1013		articStaccatoAbove					29	29
125	125	372	372	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1014				60				
125	125	745/2	745/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1015								
125	125	373	373	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1016				61				
125	125	747/2	747/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1017								
125	125	374	374	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1018				62				
125	125	749/2	749/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1019								
125	125	373	373	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1020		articStaccatoBelow						
125	125	374	374	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1021		articStaccatoBelow						
125	125	372	372	0.0	0	0	Spanner	3/4	2	1	0												
125	125	373	373	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1022		articStaccatoAbove						
125	125	374	374	0.0	1/2	1/2	Spanner	3/4	2	1	0											30	30
125	125	374	374	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1023		articStaccatoAbove					30	30
126	126	375	375	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1024				63				
126	126	751/2	751/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1025				63				
126	126	1503/4	1503/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1026				63				
126	126	376	376	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	1027								
126	126	376	376	0.0	1/4	1/4	Spanner	3/4	2	1	0												
126	126	376	376	0.0	1/4	1/4	Spanner	3/4	2	1	0											31	31
126	126	376	376	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1028		articStaccatoAbove					31	31
126	126	377	377	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1029		articStaccatoBelow					31	31
127	127	378	378	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1030				64				
127	127	757/2	757/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1031								
127	127	379	379	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1032				65				
127	127	759/2	759/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1033								
127	127	380	380	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1034				66				
127	127	761/2	761/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1035								
127	127	379	379	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1036		articStaccatoBelow						
127	127	380	380	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1037		articStaccatoBelow						
127	127	378	378	0.0	0	0	Spanner	3/4	2	1	0												
127	127	379	379	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1038		articStaccatoAbove						
127	127	380	380	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1039		articStaccatoAbove						
128	128	381	381	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1040				67				
128	128	763/2	763/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1041								
128	128	382	382	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1042				68				
128	128	765/2	765/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1043								
128	128	383	383	0.0	1/2	1/2	StaffText	3/4	1	1	0							<i>cresc.</i>					
128	128	383	383	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1044				69				
128	128	767/2	767/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1045								
128	128	382	382	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1046		articStaccatoBelow						
128	128	383	383	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1047		articStaccatoBelow						
