mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
107	102	913/3	913/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	983											15		
107	102	914/3	914/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	984											15		
107	102	305	305	0.0	1/4	1/4	Spanner	3/4	1	1	0																
107	102	305	305	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	985													
107	102	306	306	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	986		articAccentAbove							58				
107	102	304	304	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	987													
107	102	305	305	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	988													
107	102	306	306	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	989													
107	102	304	304	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	990													
107	102	306	306	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12	1/8	2/3	991													
107	102	919/3	919/3	0.0	7/12	7/12	Spanner	3/4	2	1	0													11			
107	102	919/3	919/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12	1/8	2/3	992										11			
107	102	920/3	920/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12	1/8	2/3	993										11			
107	102	304	304	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	994										11			
108	103	307	307	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	995									58				
108	103	308	308	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	996													
108	103	309	309	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	997													
108	103	619/2	619/2	0.16666666666666666	5/8	5/8	Chord	3/4	1	1	1/24	1/16	2/3	998													
108	103	929/3	929/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24	1/16	2/3	999													
108	103	1859/6	1859/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24	1/16	2/3	1000													
108	103	307	307	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	1001													
108	103	308	308	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	1002													
108	103	307	307	0.3333333333333333	0	0	Chord	3/4	2	1	1/12	1/8	2/3	1003										11			
108	103	922/3	922/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12	1/8	2/3	1004										11			
108	103	923/3	923/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12	1/8	2/3	1005										11			
108	103	308	308	0.0	1/4	1/4	Spanner	3/4	2	1	0																
108	103	308	308	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1006													
108	103	307	307	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	1007													
109	104	310	310	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	1008		articAccentBelow											
109	104	312	312	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1009													
109	104	625/2	625/2	0.16666666666666666	5/8	5/8	Chord	3/4	1	1	1/24	1/16	2/3	1010													
109	104	938/3	938/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24	1/16	2/3	1011													
109	104	1877/6	1877/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24	1/16	2/3	1012													
109	104	310	310	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1013		articAccentAbove											
109	104	311	311	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1014													
110	105	313	313	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	1015		articAccentBelow											
110	105	315	315	0.0	1/2	1/2	Spanner	3/4	1	1	0														16		
110	105	315	315	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	1016											16		
110	105	946/3	946/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	1017											16		
110	105	947/3	947/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	1018											16		
110	105	313	313	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1019		articAccentAbove											
110	105	314	314	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1020													
111	106	316	316	0.0	0	0	Spanner	3/4	1	1	0																
111	106	316	316	0.0	0	0	Spanner	3/4	1	1	0													12			
111	106	316	316	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	1021										12			
111	106	949/3	949/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	1022										12			
111	106	950/3	950/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	1023										12			
111	106	317	317	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1024										12			
111	106	318	318	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1025										12			
111	106	1275/4	1275/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1026										12			
111	106	316	316	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	1027										12			
111	106	317	317	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	1028										12			
111	106	318	318	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	1029										12			
111	106	316	316	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	1030													
111	106	318	318	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1031													
111	106	316	316	1.5	0	0	Chord	3/4	2	2	3/8	1/4	3/2	1032													
111	106	635/2	635/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	1033													
111	106	318	318	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	1034													
112	107	319	319	0.0	0	0	Spanner	3/4	1	1	0																
112	107	319	319	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	1035													
112	107	319	319	0.0	0	0	Spanner	3/4	2	1	0															16	16
112	107	319	319	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1036												16	16
112	107	320	320	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1037												16	16
113	107	321	321	0.3333333333333333	0	1/2	Chord	3/4	1	1	1/12	1/8	2/3	1038													
113	107	964/3	964/3	0.0	1/12	7/12	Dynamic	3/4	1	1	0				pp												
113	107	964/3	964/3	0.3333333333333333	1/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	1039													
113	107	965/3	965/3	0.3333333333333333	1/6	2/3	Chord	3/4	1	1	1/12	1/8	2/3	1040													
113	107	321	321	0.0	0	1/2	Spanner	3/4	2	1	0																
114	108	322	322	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	1041													
114	108	967/3	967/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	1042													
114	108	968/3	968/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	1043													
114	108	323	323	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1044													
114	108	324	324	0.0	1/2	1/2	Spanner	3/4	1	1	0														17		
114	108	324	324	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	1045											17		
114	108	973/3	973/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	1046											17		
114	108	974/3	974/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	1047											17		
114	108	322	322	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	1048											17		
114	108	322	322	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1049													
114	108	645/2	645/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1050													
114	108	323	323	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1051													
114	108	647/2	647/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1052													
114	108	324	324	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1053													
114	108	649/2	649/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1054													
115	109	325	325	0.0	0	0	Spanner	3/4	1	1	0																
115	109	325	325	0.0	0	0	Spanner	3/4	1	1	0													13			
115	109	325	325	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	1055										13			
115	109	976/3	976/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	1056										13			
115	109	977/3	977/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	1057										13			
115	109	326	326	0.0	1/4	1/4	Spanner	3/4	1	1	0																
115	109	326	326	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1058													
115	109	327	327	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	1059													
115	109	982/3	982/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	1060													
115	109	983/3	983/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	1061													
115	109	325	325	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	1062													
115	109	325	325	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1063													
115	109	651/2	651/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1064													
115	109	326	326	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1065													
115	109	653/2	653/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1066													
115	109	327	327	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1067													
115	109	655/2	655/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1068													
116	110	328	328	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	1069													
116	110	985/3	985/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	1070													
116	110	986/3	986/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	1071													
116	110	329	329	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1072													
116	110	330	330	0.0	1/2	1/2	Spanner	3/4	1	1	0														18		
116	110	330	330	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	1073											18		
116	110	991/3	991/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	1074											18		
116	110	992/3	992/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	1075											18		
116	110	328	328	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	1076											18		
116	110	328	328	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1077													
116	110	657/2	657/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1078													
116	110	329	329	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1079													
116	110	659/2	659/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1080													
116	110	330	330	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1081													
116	110	661/2	661/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1082													
117	111	331	331	0.0	0	0	Spanner	3/4	1	1	0																
117	111	331	331	0.0	0	0	Spanner	3/4	1	1	0													14			
117	111	331	331	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1083										14			
117	111	332	332	0.0	1/4	1/4	Spanner	3/4	1	1	0																
117	111	332	332	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	1084													
117	111	331	331	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1085													
117	111	663/2	663/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1086													
117	111	332	332	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1087													
117	111	665/2	665/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1088													
117	111	333	333	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1089													
117	111	667/2	667/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1090													
118	112	334	334	0.0	0	0	Dynamic	3/4	1	1	0				pp												
118	112	334	334	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	1091													
118	112	1003/3	1003/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	1092													
118	112	1004/3	1004/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	1093													
118	112	335	335	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1094													
118	112	336	336	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	1095													
118	112	1009/3	1009/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	1096													
118	112	1010/3	1010/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	1097													
118	112	334	334	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	1098													
118	112	334	334	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1099													
118	112	669/2	669/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1100													
118	112	335	335	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1101													
118	112	671/2	671/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1102													
118	112	336	336	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1103													
118	112	673/2	673/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1104													
119	113	337	337	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	1105													
119	113	1012/3	1012/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	1106													
119	113	1013/3	1013/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	1107													
119	113	338	338	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1108													
119	113	339	339	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	1109													
119	113	1018/3	1018/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	1110													
119	113	1019/3	1019/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	1111													
119	113	337	337	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	1112													
119	113	337	337	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1113													
119	113	675/2	675/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1114													
119	113	338	338	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1115													
119	113	677/2	677/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1116													
119	113	339	339	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1117													
119	113	679/2	679/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1118													
120	114	340	340	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	1119													
120	114	1021/3	1021/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	1120													
120	114	1022/3	1022/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	1121													
120	114	341	341	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1122													
120	114	342	342	0.0	1/2	1/2	Spanner	3/4	1	1	0														19		
120	114	342	342	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	1123											19		
120	114	1027/3	1027/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	1124											19		
120	114	1028/3	1028/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	1125											19		
120	114	340	340	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	1126											19		
120	114	340	340	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1127													
120	114	681/2	681/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1128													
120	114	341	341	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1129													
120	114	683/2	683/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1130													
120	114	342	342	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1131													
120	114	685/2	685/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1132													
121	115	343	343	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	1133											19		
121	115	1030/3	1030/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	1134											19		
121	115	1031/3	1031/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	1135											19		
121	115	344	344	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1136											19		
121	115	345	345	0.0	1/2	1/2	Spanner	3/4	1	1	0																
121	115	345	345	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1137													
121	115	1383/4	1383/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1138													
121	115	343	343	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	1139													
121	115	343	343	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1140													
121	115	687/2	687/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1141													
121	115	344	344	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1142													
121	115	689/2	689/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1143													
121	115	345	345	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1144													
121	115	691/2	691/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1145													
122	116	346	346	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	1146		articAccentBelow											
122	116	348	348	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1147													
122	116	1395/4	1395/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1148													
122	116	693/2	693/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1149													
122	116	347	347	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1150													
122	116	695/2	695/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1151													
122	116	348	348	0.0	1/2	1/2	StaffText	3/4	2	1	0						"<font size=""11""/><font face=""Times New Roman""/><i>poco a poco cresc.</i>"										
122	116	348	348	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1152													
122	116	697/2	697/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1153													
123	117	349	349	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	1154		articAccentBelow											
123	117	351	351	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1155													
123	117	1407/4	1407/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1156													
123	117	699/2	699/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1157													
123	117	350	350	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1158													
123	117	701/2	701/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1159													
123	117	351	351	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1160													
123	117	703/2	703/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1161													
124	118	352	352	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	1162		articAccentBelow											
124	118	354	354	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1163													
124	118	1419/4	1419/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1164													
124	118	705/2	705/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1165													
124	118	353	353	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1166													
124	118	707/2	707/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1167													
124	118	354	354	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1168													
124	118	709/2	709/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1169													
125	119	355	355	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	1170		articAccentBelow											
125	119	357	357	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1171													
125	119	1431/4	1431/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1172													
125	119	711/2	711/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1173													
125	119	356	356	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1174													
125	119	713/2	713/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1175													
125	119	357	357	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1176													
125	119	715/2	715/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1177													
126	120	358	358	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	1178		articAccentBelow											
126	120	360	360	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1179													
126	120	1443/4	1443/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1180													
126	120	717/2	717/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1181													
126	120	359	359	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1182													
126	120	719/2	719/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1183													
126	120	360	360	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1184													
126	120	721/2	721/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1185													
127	121	361	361	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	1186		articAccentBelow											
127	121	1447/4	1447/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1187													
127	121	362	362	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	1188		articAccentBelow											
127	121	1451/4	1451/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	1189													
127	121	363	363	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1190		articAccentBelow											
127	121	1455/4	1455/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1191													
127	121	723/2	723/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1192													
127	121	362	362	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1193													
127	121	725/2	725/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1194													
127	121	363	363	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1195													
127	121	727/2	727/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1196													
128	122	364	364	0.0	0	0	Dynamic	3/4	1	1	0				other-dynamics												
128	122	364	364	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	1197													
128	122	729/2	729/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1198													
128	122	365	365	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1199		articAccentAbove											
128	122	731/2	731/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1200													
128	122	366	366	0.0	1/2	1/2	Spanner	3/4	2	1	0													15			
128	122	366	366	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1201										15			
128	122	733/2	733/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1202										15			
129	123	367	367	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	1203													
129	123	369	369	0.0	1/2	1/2	Dynamic	3/4	1	1	0				p												
129	123	369	369	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1204													
129	123	1479/4	1479/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1205													
129	123	367	367	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1206										15			
129	123	735/2	735/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1207										15			
129	123	368	368	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1208										15			
129	123	369	369	0.0	1/2	1/2	Spanner	3/4	2	1	0																
130	124	370	370	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	1209		articAccentBelow											
130	124	372	372	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1210													
130	124	1491/4	1491/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1211													
130	124	1481/4	1481/4	0.0	1/16	1/16	Spanner	3/4	2	1	0															17	17
130	124	1481/4	1481/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	1212									59			17	17
130	124	741/2	741/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	1213									59			17	17
130	124	1483/4	1483/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1214									59			17	17
130	124	371	371	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	1215									59			17	17
130	124	1485/4	1485/4	0.0	5/16	5/16	Spanner	3/4	2	1	0												59				
130	124	1485/4	1485/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	1216									59				
130	124	743/2	743/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	1217									59				
130	124	1487/4	1487/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	1218													
131	125	373	373	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	1219		articAccentBelow											
131	125	375	375	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	1220									60				
131	125	1501/4	1501/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	1221													
131	125	751/2	751/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	1222													
131	125	1503/4	1503/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1223													
131	125	1493/4	1493/4	0.0	1/16	1/16	Spanner	3/4	2	1	0															18	18
131	125	1493/4	1493/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	1224									61			18	18
131	125	747/2	747/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	1225									61			18	18
131	125	1495/4	1495/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1226									61			18	18
131	125	374	374	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	1227									61			18	18
131	125	1497/4	1497/4	0.0	5/16	5/16	Spanner	3/4	2	1	0												61				
131	125	1497/4	1497/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	1228									61				
131	125	749/2	749/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	1229									61				
131	125	1499/4	1499/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	1230													
132	126	376	376	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	1231									62				
132	126	1505/4	1505/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	1232													
132	126	753/2	753/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	1233													
