mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va	decrescendo_hairpin	crescendo_hairpin	crescendo_line
95	95	565/2	565/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	780				39						
95	95	1131/4	1131/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	781				39						
95	95	283	283	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	782		articStaccatoAbove								
95	95	284	284	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	783				40						
95	95	1137/4	1137/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	784				40						
95	95	569/2	569/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	785		articStaccatoAbove								
95	95	282	282	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	786										
95	95	567/2	567/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	787										
96	96	571/2	571/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	788				41						
96	96	1143/4	1143/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	789				41						
96	96	286	286	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	790		articStaccatoAbove								
96	96	287	287	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	791				42						
96	96	1149/4	1149/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	792				42						
96	96	575/2	575/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	793		articStaccatoAbove								
96	96	285	285	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	794		articStaccatoAbove								
96	96	573/2	573/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	795		articStaccatoBelow								
97	97	577/2	577/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	796				43						
97	97	1155/4	1155/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	797				43						
97	97	289	289	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	798		articStaccatoAbove								
97	97	290	290	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	799										
97	97	1161/4	1161/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	800				44						
97	97	581/2	581/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	801		articStaccatoAbove								
97	97	288	288	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	802		articStaccatoAbove								
97	97	579/2	579/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	803		articStaccatoBelow								
98	98	583/2	583/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	804				45						
98	98	1167/4	1167/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	805				45						
98	98	292	292	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	806		articStaccatoAbove								
98	98	293	293	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	807				46						
98	98	1173/4	1173/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	808				46						
98	98	587/2	587/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	809		articStaccatoAbove								
98	98	291	291	0.0	0	0	StaffText	6/8	2	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>dimin.</i>"							
98	98	291	291	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	810		articStaccatoAbove								
98	98	585/2	585/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	811		articStaccatoBelow								
99	99	589/2	589/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	812				47						
99	99	1179/4	1179/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	813				47						
99	99	295	295	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	814		articStaccatoAbove								
99	99	296	296	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	815				48						
99	99	1185/4	1185/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	816				48						
99	99	593/2	593/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	817		articStaccatoAbove								
99	99	294	294	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	818		articStaccatoAbove								
99	99	591/2	591/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	819		articStaccatoBelow								
100	100	595/2	595/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	820				49						
100	100	1191/4	1191/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	821				49						
100	100	298	298	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	822		articStaccatoAbove								
100	100	299	299	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	823				50						
100	100	1197/4	1197/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	824				50						
100	100	599/2	599/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	825		articStaccatoAbove								
100	100	297	297	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	826		articStaccatoAbove								
100	100	597/2	597/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	827		articStaccatoBelow								
101	101	601/2	601/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	828				51						
101	101	1203/4	1203/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	829				51						
101	101	301	301	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	830		articStaccatoAbove								
101	101	302	302	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	831				52						
101	101	1209/4	1209/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	832				52						
101	101	605/2	605/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	833		articStaccatoAbove								
101	101	300	300	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	834		articStaccatoBelow								
101	101	603/2	603/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	835		articStaccatoBelow								
102	102	607/2	607/2	0.0	1/8	1/8	Dynamic	6/8	1	1	0					ppp									
102	102	607/2	607/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	836				53						
102	102	1215/4	1215/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	837				53						
102	102	304	304	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	838		articStaccatoAbove								
102	102	303	303	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	839		articStaccatoAbove								
102	102	609/2	609/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	840		articStaccatoBelow								
103	103	306	306	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	841		articStaccatoAbove								
103	103	615/2	615/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	842		articStaccatoBelow								
104	104	619/2	619/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	843				54						
104	104	1239/4	1239/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	844				54						
104	104	310	310	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	845		articStaccatoBelow								
104	104	309	309	0.0	0	0	Spanner	6/8	2	1	0									11	11				
104	104	309	309	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	846		articStaccatoBelow			11	11				
104	104	310	310	0.0	1/4	1/4	StaffText	6/8	2	1	0							sempre		11	11				
104	104	621/2	621/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	847		articStaccatoBelow			11	11				
105	105	312	312	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	848		articStaccatoBelow			11	11				
105	105	627/2	627/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	849		articStaccatoBelow			11	11				
106	106	315	315	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	850		articStaccatoBelow								
106	106	633/2	633/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	851		articStaccatoAbove			11	11				
107	107	318	318	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	852		articStaccatoAbove								
107	107	639/2	639/2	0.0	3/8	3/8	StaffText	6/8	1	1	0							sempre							
107	107	320	320	0.0	1/2	1/2	Dynamic	6/8	1	1	0					ppp									
107	107	320	320	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	853				55						
107	107	641/2	641/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	854				55						
107	107	639/2	639/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	855		articStaccatoAbove			11	11				
108	108	321	321	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	856				55						
108	108	643/2	643/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	857				55						
108	108	322	322	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	858		articAccentAbove		55						
108	108	645/2	645/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	859				55						
108	108	323	323	0.0	1/2	1/2	Chord	6/8	1	1	0	grace16	1/16	1	860				55						
108	108	323	323	0.0	1/2	1/2	Chord	6/8	1	1	0	grace16	1/16	1	861				55						
108	108	323	323	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	862				55						
108	108	647/2	647/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	863				55						
108	108	321	321	0.0	0	0	Spanner	6/8	2	1	0														
108	108	321	321	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	864		articStaccatoAbove								
108	108	645/2	645/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	865		articStaccatoAbove								
109	109	324	324	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	866		articStaccatoAbove								
109	109	325	325	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	867		articAccentAbove		56						
109	109	651/2	651/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	868				56						
109	109	326	326	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	869				56						
109	109	653/2	653/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	870				56						
109	109	324	324	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	871		articStaccatoAbove								
109	109	651/2	651/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	872		articStaccatoAbove								
110	110	327	327	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	873				56						
110	110	655/2	655/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	874				56						
110	110	328	328	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	875		articAccentAbove		56						
110	110	657/2	657/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	876				56						
110	110	329	329	0.0	1/2	1/2	Chord	6/8	1	1	0	grace16	1/16	1	877				56						
110	110	329	329	0.0	1/2	1/2	Chord	6/8	1	1	0	grace16	1/16	1	878				56						
110	110	329	329	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	879				56						
110	110	659/2	659/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	880				56						
110	110	327	327	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	881		articStaccatoAbove								
110	110	657/2	657/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	882		articStaccatoAbove								
111	111	330	330	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	883		articStaccatoAbove								
111	111	331	331	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	884		articAccentAbove								
111	111	663/2	663/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	885										
111	111	330	330	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	886		articStaccatoAbove								
111	111	663/2	663/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	887										
111	111	332	332	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	888										
111	111	665/2	665/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	889										
112	112	333	333	0.0	0	0	Spanner	6/8	1	1	0											1			
112	112	333	333	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	890							1			
112	112	669/2	669/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	891							1			
112	112	333	333	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	892										
112	112	667/2	667/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	893										
112	112	334	334	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	894		articAccentAbove								
112	112	669/2	669/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	895										
112	112	335	335	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	896										
112	112	335	335	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	897										
112	112	335	335	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	898										
112	112	671/2	671/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	899										
113	113	336	336	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	900							1			
113	113	675/2	675/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	901							1			
113	113	336	336	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	902		articStaccatoAbove								
113	113	337	337	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	903		articAccentAbove								
113	113	675/2	675/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	904										
113	113	338	338	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	905										
113	113	677/2	677/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	906										
114	114	339	339	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	907							1			
114	114	681/2	681/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	908							1			
114	114	339	339	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	909										
114	114	679/2	679/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	910										
114	114	340	340	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	911		articAccentAbove								
114	114	681/2	681/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	912										
114	114	341	341	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	913										
114	114	341	341	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	914										
114	114	341	341	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	915										
114	114	683/2	683/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	916										
115	115	342	342	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	917							1			
115	115	687/2	687/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	918							1			
115	115	342	342	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	919		articStaccatoAbove								
115	115	343	343	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	920		articAccentAbove								
115	115	687/2	687/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	921										
115	115	344	344	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	922										
115	115	689/2	689/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	923										
116	116	345	345	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	924							1			
116	116	693/2	693/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	925							1			
116	116	345	345	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	926										
116	116	691/2	691/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	927										
116	116	346	346	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	928		articAccentAbove								
116	116	693/2	693/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	929										
116	116	347	347	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	930										
116	116	347	347	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	931										
116	116	347	347	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	932										
116	116	695/2	695/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	933										
117	117	348	348	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	934							1			
117	117	699/2	699/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	935							1			
117	117	348	348	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	936										
117	117	697/2	697/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	937										
117	117	349	349	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	938		articAccentAbove								
117	117	699/2	699/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	939										
117	117	350	350	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	940										
117	117	350	350	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	941										
117	117	350	350	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	942										
117	117	701/2	701/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	943										
118	118	351	351	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	944							1			
118	118	705/2	705/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	945							1			
118	118	351	351	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	946										
118	118	703/2	703/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	947										
118	118	352	352	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	948		articAccentAbove								
118	118	705/2	705/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	949										
118	118	353	353	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	950										
118	118	353	353	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	951										
118	118	353	353	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	952										
118	118	707/2	707/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	953										
119	119	354	354	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	954							1			
119	119	711/2	711/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	955							1			
119	119	354	354	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	956		articStaccatoAbove								
119	119	355	355	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	957		articAccentAbove								
119	119	711/2	711/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	958										
119	119	356	356	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	959										
119	119	713/2	713/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	960										
120	120	357	357	0.0	0	0	Spanner	6/8	1	1	0														
120	120	357	357	0.0	0	0	Spanner	6/8	1	1	0														1
120	120	357	357	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	961										1
120	120	717/2	717/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	962										1
120	120	357	357	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	963										
120	120	715/2	715/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	964										
120	120	358	358	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	965		articAccentAbove								
120	120	717/2	717/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	966										
120	120	359	359	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	967										
120	120	359	359	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	968										
120	120	359	359	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	969										
120	120	719/2	719/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	970										
121	121	360	360	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	971										1
121	121	723/2	723/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	972										1
121	121	360	360	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	973		articStaccatoAbove								
121	121	361	361	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	974		articAccentAbove								
121	121	723/2	723/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	975										
121	121	362	362	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	976										
121	121	725/2	725/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	977										
122	122	363	363	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	978										1
122	122	729/2	729/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	979										1
122	122	363	363	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	980										
122	122	727/2	727/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	981										
122	122	364	364	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	982		articAccentAbove								
122	122	729/2	729/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	983										
122	122	365	365	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	984										
122	122	365	365	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	985										
122	122	365	365	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	986										
122	122	731/2	731/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	987										
123	123	366	366	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	988										1
123	123	735/2	735/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	989										1
123	123	366	366	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	990		articStaccatoAbove								
123	123	367	367	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	991		articAccentBelow								
123	123	735/2	735/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	992										
123	123	368	368	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	993										
123	123	737/2	737/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	994										
124	124	369	369	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	995										1
124	124	741/2	741/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	996										1
124	124	369	369	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	997										
124	124	739/2	739/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	998										
124	124	370	370	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	999		articAccentBelow								
124	124	741/2	741/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1000										
124	124	371	371	0.0	1/2	1/2	Chord	6/8	2	1	0	grace32	1/16	1	1001										
124	124	371	371	0.0	1/2	1/2	Chord	6/8	2	1	0	grace32	1/16	1	1002										
124	124	371	371	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1003										
124	124	743/2	743/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1004										
125	125	372	372	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1005										1
125	125	747/2	747/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1006										1
125	125	372	372	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1007										
125	125	745/2	745/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1008										
125	125	373	373	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1009		articAccentBelow								
125	125	747/2	747/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1010										
125	125	374	374	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	1011										
125	125	374	374	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	1012										
125	125	374	374	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1013										
125	125	749/2	749/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1014										
126	126	375	375	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1015										1
126	126	753/2	753/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1016										1
126	126	375	375	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1017										
126	126	751/2	751/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1018										
126	126	376	376	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1019		articAccentBelow								
126	126	753/2	753/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1020										
126	126	377	377	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	1021										
126	126	377	377	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	1022										
126	126	377	377	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1023										
126	126	755/2	755/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1024										
127	127	378	378	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1025										1
127	127	759/2	759/2	0.0	3/8	3/8	Spanner	6/8	1	1	0														
127	127	759/2	759/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1026										
127	127	378	378	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1027		articStaccatoBelow								
127	127	379	379	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1028		articAccentBelow								
127	127	759/2	759/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1029										
127	127	380	380	0.0	1/2	1/2	Dynamic	6/8	2	1	0					f									
127	127	380	380	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1030										
127	127	761/2	761/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1031										
128	128	381	381	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1032		articAccentBelow								
128	128	765/2	765/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1033		articAccentBelow								
128	128	381	381	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1034										
128	128	763/2	763/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1035										
128	128	382	382	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1036		articAccentAbove								
128	128	765/2	765/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1037										
128	128	383	383	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1038										
128	128	767/2	767/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1039										
129	129	384	384	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1040		articAccentBelow								
129	129	771/2	771/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1041		articAccentBelow								
129	129	384	384	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1042		articStaccatoAbove								
129	129	385	385	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1043		articAccentAbove								
129	129	771/2	771/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1044										
