mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
19	19	72	72	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	244											
19	19	73	73	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	245											
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	246											
19	19	74	74	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	247											
19	19	75	75	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	248											
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	249											
19	19	72	72	0.0	0	0	Spanner	4/4	2	1	0															
19	19	72	72	0.0	0	0	Spanner	4/4	2	1	0												16	16		
19	19	72	72	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	250								16	16		
19	19	73	73	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	251								16	16		
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	252								16	16		
19	19	74	74	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	253								16	16		
20	20	76	76	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	254		articAccentStaccatoAbove									
20	20	77	77	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	255											
20	20	311/4	311/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	256											
20	20	78	78	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	257		articStaccatoAbove									
20	20	76	76	0.0	0	0	Spanner	4/4	2	1	0															
20	20	76	76	0.0	0	0	Spanner	4/4	2	1	0												17	17		
20	20	76	76	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	258		articAccentStaccatoBelow						17	17		
20	20	77	77	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	259								17	17		
20	20	311/4	311/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	260								17	17		
20	20	78	78	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	261		articStaccatoAbove						17	17		
21	21	80	80	0.0	0	0	Dynamic	4/4	2	1	0					f										
21	21	80	80	0.0	0	0	Spanner	4/4	2	1	0															
21	21	80	80	0.0	0	0	Spanner	4/4	2	1	0												18	18		
21	21	80	80	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	262		articAccentBelow						18	18		
21	21	81	81	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	263		articStaccatoBelow						18	18		
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	264		articStaccatoBelow						18	18		
21	21	82	82	0.0	1/2	1/2	Spanner	4/4	2	1	0															
21	21	82	82	0.0	1/2	1/2	Spanner	4/4	2	1	0												19	19		
21	21	82	82	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	265		articAccentBelow						19	19		
21	21	83	83	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	266		articStaccatoBelow						19	19		
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	267		articStaccatoBelow						19	19		
22	22	84	84	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	268		articAccentAbove									
22	22	85	85	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	269		articAccentAbove									
22	22	86	86	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	270		articAccentAbove									
22	22	87	87	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	271		articAccentAbove									
22	22	84	84	0.25	0	0	Chord	4/4	1	2	1/16		1/16	1	272											
22	22	337/4	337/4	0.25	1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	273											
22	22	169/2	169/2	0.25	1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	274											
22	22	339/4	339/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	275											
22	22	85	85	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	276											
22	22	171/2	171/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	277											
22	22	86	86	0.25	1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	278											
22	22	345/4	345/4	0.25	9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	279											
22	22	173/2	173/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	280											
22	22	347/4	347/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	281											
22	22	87	87	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	282											
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	283											
22	22	84	84	0.0	0	0	Spanner	4/4	2	1	0															
22	22	84	84	0.0	0	0	Spanner	4/4	2	1	0												20	20		
22	22	84	84	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	284								20	20		
22	22	85	85	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	285								20	20		
22	22	171/2	171/2	0.0	3/8	3/8	Spanner	4/4	2	1	0															
22	22	171/2	171/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	286											
22	22	86	86	0.0	1/2	1/2	Spanner	4/4	2	1	0												21	21		
22	22	86	86	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	287								21	21		
22	22	87	87	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	288								21	21		
22	22	175/2	175/2	0.0	7/8	7/8	Spanner	4/4	2	1	0															
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	289											
23	23	177/2	177/2	0.16666666666666666	1/8	1/8	Chord	4/4	1	1	1/24		1/16	2/3	290							16				
23	23	266/3	266/3	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24		1/16	2/3	291							16				
23	23	533/6	533/6	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24		1/16	2/3	292											
23	23	89	89	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	293		articStaccatoAbove									
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	294		articStaccatoAbove									
23	23	90	90	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	295		articAccentStaccatoAbove									
23	23	177/2	177/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	296											
23	23	89	89	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	297											
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	298											
23	23	90	90	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	299		articAccentStaccatoBelow									
23	23	90	90	0.0	1/2	1/2	Spanner	4/4	2	1	0												22	22		
24	24	92	92	0.0	0	0	Dynamic	4/4	1	1	0					other-dynamics										
24	24	92	92	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	300											
24	24	93	93	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	301											
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	302											
24	24	94	94	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	303											
24	24	95	95	0.0	3/4	3/4	Dynamic	4/4	1	1	0					pp										
24	24	95	95	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	304		articStaccatoAbove									
24	24	191/2	191/2	0.0	7/8	7/8	Dynamic	4/4	1	1	0					other-dynamics										
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	305		articStaccatoAbove									
24	24	93	93	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	306											
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	307											
24	24	94	94	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	308											
24	24	95	95	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	309											
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	310											
24	24	92	92	0.0	0	0	Spanner	4/4	2	1	0															
24	24	92	92	0.0	0	0	Spanner	4/4	2	1	0												23	23		
24	24	92	92	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	311								23	23		
24	24	95	95	0.0	3/4	3/4	StaffText	4/4	2	1	0							"<font size=""11.9992""/><font face=""Times New Roman""/><i>una corda</i>"					23	23		
25	25	96	96	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	312		articAccentAbove					17				
25	25	193/2	193/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	313											
25	25	97	97	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	314		articStaccatoAbove									
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	315		articStaccatoAbove									
25	25	98	98	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	316		articAccentAbove					18				
25	25	197/2	197/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	317											
25	25	99	99	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	318		articStaccatoAbove									
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	319		articStaccatoAbove									
25	25	96	96	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	320											
25	25	97	97	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	321											
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	322											
25	25	98	98	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	323											
25	25	99	99	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	324											
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	325											
25	25	96	96	0.0	0	0	Spanner	4/4	2	1	0															
25	25	96	96	0.0	0	0	Spanner	4/4	2	1	0												24	24		
25	25	96	96	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	326							19	24	24		
25	25	385/4	385/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	327							19	24	24		
25	25	193/2	193/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	328							19	24	24		
25	25	387/4	387/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	329								24	24		
25	25	98	98	0.0	1/2	1/2	Spanner	4/4	2	1	0															
25	25	98	98	0.0	1/2	1/2	Spanner	4/4	2	1	0												25	25		
25	25	98	98	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	330								25	25		
25	25	393/4	393/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	331								25	25		
25	25	197/2	197/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	332								25	25		
25	25	395/4	395/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	333								25	25		
26	26	100	100	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/16	1	334							20				
26	26	100	100	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/16	1	335							20				
26	26	100	100	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	336		articAccentAbove					20				
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	337											
26	26	101	101	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	338		articStaccatoAbove									
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	339		articStaccatoAbove									
26	26	102	102	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	340											
26	26	100	100	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	341											
26	26	101	101	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	342											
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	343											
26	26	102	102	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	344											
26	26	100	100	0.0	0	0	Spanner	4/4	2	1	0															
26	26	100	100	0.0	0	0	Spanner	4/4	2	1	0												26	26		
26	26	100	100	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	345								26	26		
26	26	101	101	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	346								26	26		
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	347								26	26		
26	26	102	102	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	348								26	26		
26	26	103	103	0.0	3/4	3/4	StaffText	4/4	2	1	0							"<font size=""11.9992""/><font face=""Times New Roman""/><i>tre corde</i>"					26	26		
26	26	103	103	0.0	3/4	3/4	Dynamic	4/4	2	1	0					f							26	26		
26	26	103	103	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	349								26	26		
26	26	207/2	207/2	0.0	7/8	7/8	Spanner	4/4	2	1	0															
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	350											
27	27	104	104	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	351		articAccentAbove									
27	27	105	105	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	352		articAccentAbove									
27	27	106	106	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	353		articAccentAbove									
27	27	107	107	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	354		articAccentAbove									
27	27	104	104	0.25	0	0	Chord	4/4	1	2	1/16		1/16	1	355											
27	27	417/4	417/4	0.25	1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	356											
27	27	209/2	209/2	0.25	1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	357											
27	27	419/4	419/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	358											
27	27	105	105	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	359											
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	360											
27	27	106	106	0.25	1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	361											
27	27	425/4	425/4	0.25	9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	362											
27	27	213/2	213/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	363											
27	27	427/4	427/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	364											
27	27	107	107	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	365											
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	366											
27	27	104	104	0.0	0	0	Spanner	4/4	2	1	0												27	27		
27	27	104	104	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	367								27	27		
27	27	105	105	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	368								27	27		
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	369								27	27		
27	27	106	106	0.0	1/2	1/2	Spanner	4/4	2	1	0															
27	27	106	106	0.0	1/2	1/2	Spanner	4/4	2	1	0												28	28		
27	27	106	106	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	370								28	28		
27	27	107	107	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	371								28	28		
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	372								28	28		
28	28	217/2	217/2	0.16666666666666666	1/8	1/8	Chord	4/4	1	1	1/24		1/16	2/3	373							21				
28	28	326/3	326/3	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24		1/16	2/3	374							21				
28	28	653/6	653/6	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24		1/16	2/3	375											
28	28	109	109	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	376		articStaccatoAbove									
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	377		articStaccatoAbove									
28	28	110	110	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	378		articAccentStaccatoAbove									
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	379											
28	28	109	109	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	380											
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	381											
28	28	110	110	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	382											
28	28	108	108	0.0	0	0	Spanner	4/4	2	1	0															
28	28	110	110	0.0	1/2	1/2	Spanner	4/4	2	1	0												29	29		
29	29	112	112	0.0	0	0	Dynamic	4/4	1	1	0					other-dynamics										
29	29	112	112	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	383											
29	29	113	113	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	384											
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	385											
29	29	114	114	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	386											
29	29	115	115	0.0	3/4	3/4	Dynamic	4/4	1	1	0					pp										
29	29	115	115	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	387		articStaccatoAbove									
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	388		articStaccatoAbove									
29	29	113	113	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	389											
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	390											
29	29	114	114	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	391											
29	29	115	115	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	392											
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	393											
29	29	112	112	0.0	0	0	Spanner	4/4	2	1	0															
29	29	112	112	0.0	0	0	Spanner	4/4	2	1	0												30	30		
29	29	112	112	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	394								30	30		
30	30	116	116	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	395		articAccentAbove					22				
30	30	233/2	233/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	396											
30	30	117	117	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	397		articStaccatoAbove									
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	398		articStaccatoAbove									
30	30	118	118	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	399		articAccentAbove					23				
30	30	237/2	237/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	400											
30	30	119	119	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	401		articStaccatoAbove									
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	402		articStaccatoAbove									
30	30	116	116	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	403											
30	30	117	117	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	404											
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	405											
30	30	118	118	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	406											
30	30	119	119	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	407											
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	408											
30	30	116	116	0.0	0	0	Spanner	4/4	2	1	0															
30	30	116	116	0.0	0	0	Spanner	4/4	2	1	0												31	31		
30	30	116	116	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	409							24	31	31		
30	30	465/4	465/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	410							24	31	31		
30	30	233/2	233/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	411							24	31	31		
30	30	467/4	467/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	412								31	31		
30	30	118	118	0.0	1/2	1/2	Spanner	4/4	2	1	0															
30	30	118	118	0.0	1/2	1/2	Spanner	4/4	2	1	0												32	32		
30	30	118	118	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	413								32	32		
30	30	473/4	473/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	414								32	32		
30	30	237/2	237/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	415								32	32		
30	30	475/4	475/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	416								32	32		
31	31	120	120	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/16	1	417							25				
31	31	120	120	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/16	1	418							25				
31	31	120	120	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	419		articAccentAbove					25				
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	420											
31	31	121	121	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	421		articStaccatoAbove									
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	422		articStaccatoAbove									
31	31	122	122	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	423											
31	31	123	123	0.0	3/4	3/4	Dynamic	4/4	1	1	0					pp										
31	31	493/4	493/4	0.0	13/16	13/16	StaffText	4/4	1	1	0							sempre								
31	31	493/4	493/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	424											
31	31	495/4	495/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	425											
31	31	120	120	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	426											
31	31	121	121	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	427											
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	428											
31	31	122	122	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	429											
31	31	120	120	0.0	0	0	Spanner	4/4	2	1	0															
31	31	120	120	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	430											
31	31	121	121	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	431											
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	432											
31	31	122	122	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	433											
31	31	123	123	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	434											
31	31	247/2	247/2	0.0	7/8	7/8	StaffText	4/4	2	1	0							sempre								
31	31	247/2	247/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	435											
32	32	497/4	497/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	436											
32	32	499/4	499/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	437											
32	32	501/4	501/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	438											
32	32	503/4	503/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	439											
32	32	505/4	505/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	440											
32	32	507/4	507/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	441											
32	32	509/4	509/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	442											
32	32	511/4	511/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	443											
32	32	124	124	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	444											
32	32	249/2	249/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	445											
32	32	125	125	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	446											
32	32	251/2	251/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	447											
32	32	126	126	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	448											
32	32	253/2	253/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	449											
32	32	127	127	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	450											
32	32	255/2	255/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	451											
33	33	513/4	513/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	452											
33	33	515/4	515/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	453											
33	33	517/4	517/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	454											
33	33	519/4	519/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	455											
33	33	521/4	521/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	456											
33	33	523/4	523/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	457											
33	33	525/4	525/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	458											
33	33	527/4	527/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	459											
33	33	128	128	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	460											
33	33	257/2	257/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	461											
33	33	129	129	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	462											
33	33	259/2	259/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	463											
33	33	130	130	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	464											
33	33	261/2	261/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	465											
33	33	131	131	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	466											
33	33	263/2	263/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	467											
34	34	529/4	529/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	468											
34	34	531/4	531/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	469											
34	34	533/4	533/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	470											
34	34	535/4	535/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	471											
34	34	537/4	537/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	472											
34	34	539/4	539/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	473											
34	34	541/4	541/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	474											
34	34	543/4	543/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	475											
34	34	132	132	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	476											
34	34	265/2	265/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	477											
34	34	133	133	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	478											
34	34	267/2	267/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	479											
34	34	134	134	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	480											
34	34	269/2	269/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	481											
34	34	135	135	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	482											
34	34	271/2	271/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	483											
35	35	545/4	545/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	484											
35	35	547/4	547/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	485											
