mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
191	191	567	567	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1036									151					
191	191	1135/2	1135/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1037									151					
191	191	568	568	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1038		articStaccatoAbove												
192	192	569	569	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1039														
192	192	570	570	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1040														
192	192	1141/2	1141/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1041														
192	192	571	571	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1042														
192	192	1143/2	1143/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1043														
193	193	572	572	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1044		articAccentBelow							152					
193	193	573	573	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1045									152					
193	193	1147/2	1147/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1046									152					
193	193	574	574	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1047		articStaccatoBelow												
194	194	575	575	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1048		articAccentAbove							153					
194	194	576	576	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1049									153					
194	194	1153/2	1153/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1050									153					
194	194	577	577	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1051		articStaccatoAbove												
195	195	578	578	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1052		articAccentBelow							154					
195	195	579	579	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1053									154					
195	195	1159/2	1159/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1054									154					
195	195	580	580	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1055		articStaccatoBelow												
196	196	581	581	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""8""/><font face=""Times New Roman""/><i>morendo</i>"											
196	196	581	581	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1056		articAccentAbove							155					
196	196	582	582	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1057									155					
196	196	1165/2	1165/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1058									155					
196	196	583	583	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1059		articStaccatoAbove												
197	197	584	584	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1060		articAccentBelow							156					
197	197	585	585	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1061									156					
197	197	1171/2	1171/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1062									156					
197	197	586	586	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1063		articStaccatoBelow												
198	198	587	587	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1064		articAccentAbove							157					
198	198	1175/2	1175/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1065									157					
198	198	2351/4	2351/4	0.0	3/16	3/16	Spanner	2/4	1	1	0													157			5		
198	198	2351/4	2351/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1066									157			5		
198	198	588	588	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1067		articStaccatoAbove										5		
198	198	588	588	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1068		articAccentBelow							158					
198	198	1177/2	1177/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1069									158					
198	198	2355/4	2355/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1070									158					
199	199	589	589	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1071		articAccentAbove							159			5		
199	199	1179/2	1179/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1072									159			5		
199	199	2359/4	2359/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1073									159			5		
199	199	590	590	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1074		articStaccatoAbove										5		
199	199	1181/2	1181/2	0.0	3/8	3/8	Spanner	2/4	1	1	0																		
199	199	589	589	0.0	0	0	Spanner	2/4	2	1	0																	15	15
199	199	589	589	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1075		articStaccatoBelow											15	15
199	199	590	590	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1076		articAccentBelow							160				15	15
199	199	1181/2	1181/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1077									160				15	15
199	199	2363/4	2363/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1078									160				15	15
200	200	591	591	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1079		articAccentAbove							161					
200	200	1183/2	1183/2	0.0	1/8	1/8	Spanner	2/4	1	1	0													161		4			
200	200	1183/2	1183/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1080									161		4			
200	200	2367/4	2367/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1081									161		4			
200	200	592	592	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1082		articStaccatoAbove									4			
200	200	591	591	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1083		articStaccatoBelow											15	15
200	200	1183/2	1183/2	0.0	1/8	1/8	Spanner	2/4	2	1	0																		
200	200	592	592	0.0	1/4	1/4	Spanner	2/4	2	1	0																	16	16
200	200	592	592	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1084		articAccentBelow							162				16	16
200	200	1185/2	1185/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1085									162				16	16
200	200	2371/4	2371/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1086									162				16	16
201	201	593	593	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1087		articAccentAbove							163		4			
201	201	1187/2	1187/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1088									163		4			
201	201	2375/4	2375/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1089									163		4			
201	201	594	594	0.0	1/4	1/4	Spanner	2/4	1	1	0																		
201	201	594	594	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1090		articStaccatoAbove												
201	201	593	593	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1091		articStaccatoBelow											16	16
201	201	594	594	0.0	1/4	1/4	Spanner	2/4	2	1	0														1			16	16
201	201	594	594	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1092		articAccentAbove							164	1			16	16
201	201	1189/2	1189/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1093									164	1			16	16
201	201	2379/4	2379/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1094									164	1			16	16
202	202	595	595	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1095		articStaccatoAbove								1			16	16
202	202	1191/2	1191/2	0.0	1/8	1/8	Spanner	3/4	2	1	0																	16	16
202	202	1193/2	1193/2	0.0	3/8	3/8	Spanner	3/4	2	1	0																		
203	203	598	598	0.0	0	0	Dynamic	3/4	1	1	0					ppp													
203	203	598	598	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1096		articStaccatoBelow												
203	203	598	598	0.0	0	0	Spanner	3/4	2	1	0																	17	17
203	203	598	598	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1097		articStaccatoAbove											17	17
204	204	601	601	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1098		articStaccatoAbove											17	17
204	204	603	603	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
204	204	601	601	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	1099		articStaccatoBelow												
