mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
80	80	237	237	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	717		articStaccatoBelow							11	11		
80	80	238	238	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	718		articStaccatoBelow							11	11		
80	80	239	239	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	719		articStaccatoBelow							11	11		
81	81	240	240	0.0	0	0	Dynamic	3/4	1	1	0					pp											
81	81	240	240	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	720												
81	81	240	240	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	721												
81	81	240	240	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	722		articStaccatoAbove										
81	81	481/2	481/2	0.0	1/8	1/8	StaffText	3/4	1	1	0							al fine									
81	81	481/2	481/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	723		articStaccatoAbove										
81	81	241	241	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	724		articStaccatoAbove										
81	81	242	242	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	725		articStaccatoAbove										
81	81	240	240	0.0	0	0	Spanner	3/4	2	1	0																
81	81	241	241	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	726		articStaccatoBelow										
81	81	242	242	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	727		articStaccatoBelow										
82	82	243	243	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	728												
82	82	243	243	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	729												
82	82	243	243	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	730		articStaccatoAbove										
82	82	487/2	487/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	731		articStaccatoAbove										
82	82	244	244	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	732		articStaccatoAbove										
82	82	245	245	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	733		articStaccatoAbove										
82	82	244	244	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	734		articStaccatoBelow										
82	82	245	245	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	735		articStaccatoBelow										
83	83	246	246	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	736												
83	83	246	246	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	737		articStaccatoBelow										
83	83	246	246	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	738		articStaccatoAbove										
83	83	493/2	493/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	739		articStaccatoAbove										
83	83	247	247	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	740		articStaccatoAbove										
83	83	248	248	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	741		articStaccatoAbove										
83	83	248	248	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	742		articStaccatoBelow										
83	83	497/2	497/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	743		articStaccatoBelow										
83	83	247	247	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	744												
83	83	248	248	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	745												
83	83	247	247	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	746		articStaccatoBelow										
83	83	495/2	495/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	747		articStaccatoBelow										
83	83	248	248	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	748		articStaccatoBelow										
85	85	252	252	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	749												
85	85	252	252	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	750												
85	85	252	252	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	751		articStaccatoAbove										
85	85	505/2	505/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	752		articStaccatoAbove										
85	85	253	253	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	753		articStaccatoAbove										
85	85	254	254	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	754		articStaccatoAbove										
85	85	254	254	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	755		articStaccatoBelow										
85	85	509/2	509/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	756		articStaccatoBelow										
85	85	253	253	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	757												
85	85	254	254	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	758												
85	85	253	253	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	759		articStaccatoBelow										
85	85	507/2	507/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	760		articStaccatoBelow										
85	85	254	254	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	761		articStaccatoBelow										
87	87	258	258	0.0	0	0	StaffText	3/4	1	1	0							"<i><font size=""9""/><font face=""Times New Roman""/>ritard.</i>"									
87	87	258	258	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	762												
87	87	258	258	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	763												
87	87	258	258	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	764		articStaccatoBelow										
87	87	517/2	517/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	765		articStaccatoBelow										
87	87	259	259	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	766		articStaccatoBelow										
87	87	260	260	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	767		articStaccatoAbove										
87	87	260	260	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	768		articStaccatoBelow										
87	87	521/2	521/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	769		articStaccatoBelow										
87	87	259	259	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	770												
87	87	260	260	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	771												
87	87	259	259	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	772		articStaccatoBelow										
87	87	519/2	519/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	773		articStaccatoBelow										
87	87	260	260	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	774												
88	88	261	261	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	775												
88	88	261	261	0.0	0	0	Spanner	3/4	2	1	0													12	12		
88	88	261	261	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	776		articStaccatoBelow							12	12		
88	88	262	262	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	777		articStaccatoBelow							12	12		
88	88	263	263	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	778		articStaccatoBelow							12	12		
88	88	264	264	0.0	3/4	3/4	Spanner	3/4	2	1	0																
