mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
139	139	415	415	0.0	1/4	1/4	Spanner	3/4	2	1	0															4		
139	139	415	415	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	806											4		
139	139	416	416	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	807											4		
140	140	417	417	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""11""/><i>ritard</i>"							1			
140	140	417	417	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	808										1			
140	140	417	417	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	809											4		
140	140	418	418	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	810											4		
140	140	419	419	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	811											4		
141	141	420	420	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	812										1			
141	141	420	420	0.0	0	0	Spanner	3/4	2	1	0																	
141	141	421	421	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	813													
141	141	422	422	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	814													
142	142	423	423	0.0	0	0	Chord	3/4	1	1	0	grace16after	1/16	1	815										1			
142	142	423	423	0.0	0	0	Chord	3/4	1	1	0	grace16after	1/16	1	816										1			
142	142	423	423	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	817										1			
142	142	423	423	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	818													
142	142	424	424	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	819													
142	142	425	425	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	820													
143	143	426	426	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""10""/><i>a tempo</i>"										
143	143	426	426	0.0	0	0	Dynamic	3/4	1	1	0					p												
143	143	426	426	0.0	0	0	Spanner	3/4	1	1	0																	
143	143	426	426	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	821													
143	143	426	426	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	822		articAccentAbove							52				
143	143	426	426	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	823													
143	143	427	427	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	824													
143	143	428	428	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	825													
144	144	429	429	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	826									52				
144	144	430	430	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	827									52				
144	144	430	430	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	828									52				
144	144	430	430	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	829									52				
144	144	863/2	863/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	830									52				
144	144	429	429	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	831													
144	144	430	430	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	832													
144	144	431	431	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	833													
145	145	432	432	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	834									52				
145	145	865/2	865/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	835									52				
145	145	433	433	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	836									52				
145	145	432	432	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	837													
145	145	433	433	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	838													
145	145	434	434	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	839													
146	146	435	435	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	840									52				
146	146	436	436	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	841									52				
146	146	436	436	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	842									52				
146	146	436	436	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	843									52				
146	146	875/2	875/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	844									52				
146	146	435	435	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	845													
146	146	436	436	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	846													
146	146	437	437	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	847													
147	147	438	438	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	848									52				
147	147	877/2	877/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	849									52				
147	147	439	439	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	850									52				
147	147	438	438	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	851													
147	147	439	439	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	852													
147	147	440	440	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	853													
148	148	441	441	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""11""/><i>rubato</i>"						52				
148	148	441	441	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	854									52				
148	148	883/2	883/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	855									52				
148	148	442	442	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	856									52				
148	148	885/2	885/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	857									52				
148	148	443	443	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	858									52				
148	148	887/2	887/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	859									52				
148	148	441	441	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	860													
148	148	442	442	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	861													
148	148	443	443	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	862													
149	149	444	444	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	863									52				
149	149	444	444	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	864													
149	149	445	445	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	865													
149	149	446	446	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	866													
150	150	447	447	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	867													
150	150	447	447	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	868													
150	150	448	448	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	869													
150	150	449	449	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	870													
151	151	450	450	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""11""/><i>cresc.</i>"										
151	151	450	450	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	871													
151	151	450	450	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	872		articAccentAbove							53				
151	151	450	450	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	873													
151	151	451	451	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	874													
151	151	452	452	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	875													
152	152	453	453	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	876									53				
152	152	454	454	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	877									53				
152	152	454	454	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	878									53				
152	152	454	454	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	879									53				
152	152	911/2	911/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	880									53				
152	152	453	453	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	881													
152	152	454	454	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	882													
152	152	455	455	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	883													
153	153	456	456	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	884									53				
153	153	913/2	913/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	885									53				
153	153	457	457	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	886									53				
153	153	456	456	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	887													
153	153	457	457	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	888													
153	153	458	458	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	889													
154	154	459	459	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	890									53				
154	154	460	460	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	891									53				
154	154	460	460	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	892									53				
154	154	460	460	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	893									53				
154	154	923/2	923/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	894									53				
154	154	459	459	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	895													
154	154	460	460	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	896													
154	154	461	461	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	897													
155	155	462	462	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	898									53				
155	155	925/2	925/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	899									53				
155	155	463	463	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	900									53				
155	155	462	462	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	901													
155	155	463	463	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	902													
155	155	464	464	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	903													
156	156	465	465	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	904									53				
156	156	931/2	931/2	0.0	1/8	1/8	StaffText	3/4	1	1	0							"<font size=""11""/><i>rubato</i>"						53				
156	156	931/2	931/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	905									53				
156	156	466	466	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	906									53				
156	156	933/2	933/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	907									53				
156	156	467	467	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	908									53				
156	156	935/2	935/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	909									53				
156	156	465	465	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	910													
156	156	466	466	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	911													
156	156	467	467	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	912													
157	157	468	468	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	913									53				
157	157	468	468	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	914													
157	157	469	469	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	915													
157	157	470	470	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	916													
158	158	471	471	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	917													
158	158	471	471	0.0	0	0	Spanner	3/4	2	1	0																12	
158	158	471	471	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	918												12	
158	158	472	472	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	919												12	
158	158	473	473	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	920												12	
159	159	474	474	0.0	0	0	Dynamic	3/4	1	1	0					fz												
159	159	474	474	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	921													
159	159	474	474	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	922													
159	159	474	474	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	923		articAccentAbove							54				
159	159	474	474	0.0	0	0	Spanner	3/4	2	1	0																	
159	159	475	475	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	924													
159	159	476	476	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	925													
160	160	477	477	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	926									54				
160	160	478	478	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	927									54				
160	160	478	478	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	928									54				
160	160	478	478	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	929									54				
160	160	959/2	959/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	930									54				
160	160	477	477	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	931													
160	160	478	478	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	932													
160	160	479	479	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	933													
161	161	480	480	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	934									54				
161	161	961/2	961/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	935									54				
161	161	481	481	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	936		articAccentAbove							54				
161	161	481	481	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	937													
161	161	482	482	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	938													
162	162	483	483	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	939									54				
162	162	967/2	967/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	940									54				
162	162	484	484	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	941									54				
162	162	969/2	969/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	942									54				
162	162	485	485	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	943									54				
162	162	971/2	971/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	944													
162	162	483	483	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	945													
162	162	484	484	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	946													
162	162	485	485	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	947													
163	163	486	486	0.0	0	0	Dynamic	3/4	1	1	0					pp												
163	163	486	486	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	948													
163	163	486	486	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	949													
163	163	486	486	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	950		articAccentAbove							55				
163	163	487	487	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	951													
163	163	488	488	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	952													
164	164	489	489	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	953									55				
164	164	490	490	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	954									55				
164	164	490	490	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	955									55				
164	164	490	490	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	956									55				
164	164	983/2	983/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	957									55				
164	164	489	489	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	958													
164	164	490	490	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	959													
164	164	491	491	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	960													
165	165	492	492	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	961									55				
165	165	985/2	985/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	962									55				
165	165	493	493	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	963									55				
165	165	493	493	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	964													
165	165	494	494	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	965													
166	166	495	495	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	966									55				
166	166	991/2	991/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	967									55				
166	166	496	496	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	968									55				
166	166	993/2	993/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	969									55				
166	166	497	497	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	970									55				
166	166	995/2	995/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	971													
166	166	495	495	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	972													
166	166	496	496	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	973													
166	166	497	497	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	974													
167	167	498	498	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""11""/><i>stretto molto e cresc.</i>"										
167	167	498	498	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	975									56				
167	167	997/2	997/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	976									56				
167	167	499	499	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	977									56				
167	167	999/2	999/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	978									56				
167	167	500	500	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	979									56				
167	167	1001/2	1001/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	980													
167	167	499	499	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	981													
167	167	500	500	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	982													
168	168	501	501	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	983									57				
168	168	1003/2	1003/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	984									57				
168	168	502	502	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	985									57				
168	168	1005/2	1005/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	986									57				
168	168	503	503	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	987									57				
168	168	1007/2	1007/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	988													
168	168	502	502	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	989													
168	168	503	503	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	990													
169	169	504	504	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	991									58				
169	169	1009/2	1009/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	992									58				
169	169	505	505	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	993									58				
169	169	1011/2	1011/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	994									58				
169	169	506	506	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	995									58				
169	169	1013/2	1013/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	996													
169	169	505	505	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	997													
169	169	506	506	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	998													
170	170	507	507	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	999									59				
170	170	1015/2	1015/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1000									59				
170	170	508	508	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1001									59				
170	170	1017/2	1017/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1002									59				
170	170	509	509	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1003									59				
170	170	1019/2	1019/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1004													
170	170	508	508	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1005													
170	170	509	509	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1006													
171	171	512	512	0.0	1/2	1/2	Spanner	3/4	1	1	0																	8
171	171	512	512	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1007									60				8
171	171	1025/2	1025/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1008									60				8
171	171	510	510	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1009									61				
171	171	1021/2	1021/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1010									61				
171	171	511	511	0.0	1/4	1/4	Spanner	3/4	2	1	0													61			13	
171	171	511	511	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1011									61			13	
171	171	1023/2	1023/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1012												13	
172	172	513	513	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1013									60				8
172	172	1027/2	1027/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1014													8
172	172	514	514	0.0	1/4	1/4	Spanner	3/4	1	1	0																	
172	172	514	514	0.0	1/4	1/4	Spanner	3/4	2	1	0																13	9
172	172	514	514	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1015									62			13	9
172	172	1029/2	1029/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1016									62			13	9
172	172	515	515	0.0	1/2	1/2	Spanner	3/4	2	1	0													62				9
172	172	515	515	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1017									62				9
172	172	1031/2	1031/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1018													9
173	173	516	516	0.0	0	0	Dynamic	3/4	1	1	0					f												
173	173	516	516	0.0	0	0	Spanner	3/4	1	1	0																	10
173	173	516	516	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1019									63				10
173	173	1033/2	1033/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1020									63				10
173	173	517	517	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1021									63				10
173	173	1035/2	1035/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1022													10
173	173	516	516	0.0	0	0	Spanner	3/4	2	1	0																	
173	173	518	518	0.0	1/2	1/2	Spanner	3/4	2	1	0																	11
173	173	518	518	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1023									64				11
173	173	1037/2	1037/2	0.0	5/8	5/8	StaffText	3/4	2	1	0							"<font size=""9""/><i>rit. molto</i>"						64				11
173	173	1037/2	1037/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1024									64				11
174	174	519	519	0.0	0	0	Spanner	3/4	1	1	0																	
174	174	520	520	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1025									65				
174	174	1041/2	1041/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1026									65				
174	174	521	521	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1027									65				
174	174	1043/2	1043/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1028													
174	174	519	519	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1029									64				11
174	174	1039/2	1039/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1030													11
174	174	520	520	0.0	1/4	1/4	Spanner	3/4	2	1	0																	
175	175	522	522	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""9""/><i>cantabile</i>"										
175	175	522	522	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1031		articAccentAbove											
175	175	522	522	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1032													
175	175	522	522	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1033									66				
175	175	524	524	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1034									66				
175	175	522	522	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1035													
176	176	525	525	0.0	0	0	StaffText	3/4	1	1	0							molto più lento										
176	176	525	525	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1036													
176	176	526	526	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1037													
176	176	1055/2	1055/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1038													
176	176	525	525	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1039													
176	176	525	525	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1040													
176	176	525	525	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1041													
177	177	528	528	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1042													
177	177	1057/2	1057/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1043													
177	177	529	529	0.0	1/4	1/4	Spanner	3/4	1	1	0															5		
177	177	529	529	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	1044		articAccentAbove									5		
177	177	528	528	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1045											5		
177	177	528	528	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1046									67				
177	177	530	530	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1047									67				
177	177	528	528	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1048													
178	178	531	531	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1049											5		
178	178	532	532	0.0	1/4	1/4	Spanner	3/4	1	1	0																	
178	178	532	532	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1050													
178	178	1067/2	1067/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1051													
178	178	531	531	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1052													
178	178	531	531	2.0	0	0	Chord	3/4	1	3	1/2		1/2	1	1053									68				
178	178	533	533	1.0	1/2	1/2	Chord	3/4	1	3	1/4		1/4	1	1054													
178	178	531	531	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1055													
178	178	531	531	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1056													
179	179	534	534	0.0	0	0	Dynamic	3/4	1	1	0					p												
179	179	534	534	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1057													
179	179	534	534	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1058													
179	179	534	534	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1059													
180	180	537	537	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1060													
180	180	537	537	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1061													
180	180	537	537	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1062													
181	181	540	540	0.0	0	0	Dynamic	3/4	1	1	0					pp												
181	181	540	540	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1063													
181	181	540	540	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1064													
181	181	540	540	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1065													
182	182	543	543	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1066													
182	182	543	543	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1067													
182	182	543	543	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1068													
183	183	546	546	0.0	0	0	Dynamic	3/4	1	1	0					ppp												
183	183	546	546	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1069													
183	183	546	546	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1070													
183	183	546	546	3.0	0	0	Chord	3/4	1	3	3/4		1/2	3/2	1071													
184	184	549	549	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1072													
184	184	549	549	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1073													
