mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	tempo_visible	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
90	90	179	179	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	752		articStaccatoAbove							
91	91	180	180	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	753						63			
91	91	1081/6	1081/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	754						63			
91	91	541/3	541/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	755						63			
91	91	361/2	361/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	756						63			
91	91	542/3	542/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	757						63			
91	91	1085/6	1085/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	758									
91	91	181	181	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	759		articTenutoAbove							
91	91	181	181	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	760		articTenutoAbove							
92	92	182	182	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	761						64			
92	92	1093/6	1093/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	762						64			
92	92	547/3	547/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	763						64			
92	92	365/2	365/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	764						64			
92	92	548/3	548/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	765						64			
92	92	1097/6	1097/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	766									
92	92	183	183	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	767		articTenutoAbove							
92	92	183	183	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	768		articTenutoAbove							
93	93	369/2	369/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	769						65			
93	93	739/4	739/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	770						65			
93	93	185	185	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	771						65			
93	93	741/4	741/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	772						65			
93	93	371/2	371/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	773						65			
93	93	743/4	743/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	774						65			
93	93	184	184	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	775		articStaccatoBelow							
93	93	369/2	369/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	776		articStaccatoBelow							
93	93	185	185	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	777		articStaccatoBelow							
93	93	371/2	371/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	778		articStaccatoBelow							
94	94	186	186	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	779						65			
94	94	745/4	745/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	780						65			
94	94	373/2	373/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	781						65			
94	94	747/4	747/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	782						65			
94	94	187	187	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	783						65			
94	94	749/4	749/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	784									
94	94	186	186	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	785		articStaccatoAbove							
94	94	373/2	373/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	786		articStaccatoAbove							
94	94	187	187	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	787		articStaccatoAbove							
95	95	377/2	377/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	788						66			
95	95	755/4	755/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	789						66			
95	95	189	189	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	790						66			
95	95	757/4	757/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	791						66			
95	95	379/2	379/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	792						66			
95	95	759/4	759/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	793						66			
95	95	188	188	0.0	0	0	Dynamic	2/4	2	1	0					pp								
95	95	188	188	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	794		articStaccatoBelow							
95	95	377/2	377/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	795		articStaccatoBelow							
95	95	189	189	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	796		articStaccatoBelow							
95	95	379/2	379/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	797		articStaccatoBelow							
96	96	190	190	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	798						66			
96	96	761/4	761/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	799						66			
96	96	381/2	381/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	800						66			
96	96	763/4	763/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	801						66			
96	96	191	191	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	802						66			
96	96	765/4	765/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	803									
96	96	383/2	383/2	0.0	3/8	3/8	Tempo	2/4	1	1	0							100	100.0	0.0				
96	96	190	190	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	804		articStaccatoAbove							
96	96	381/2	381/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	805		articStaccatoAbove							
96	96	191	191	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	806		articStaccatoAbove							
97	97	192	192	0.0	0	0	Dynamic	2/4	1	1	0					p								
97	97	192	192	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	807						67			
97	97	193	193	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	808						67			
97	97	387/2	387/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	809						67			
97	97	192	192	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	810									
97	97	192	192	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	811									
98	98	194	194	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	812						67			
98	98	195	195	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	813						67			
98	98	391/2	391/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	814						67			
98	98	194	194	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	815									
98	98	194	194	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	816									
99	99	196	196	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	817						67			
99	99	393/2	393/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	818						67			
99	99	395/2	395/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	819									
99	99	196	196	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	820									
99	99	196	196	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	821									
100	100	198	198	0.0	0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	822									
100	100	198	198	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	823									
100	100	198	198	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	824									
100	100	198	198	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	825									
101	101	200	200	0.0	0	0	Spanner	2/4	1	1	0													3
101	101	200	200	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	826						68			3
101	101	201	201	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	827						68			3
101	101	403/2	403/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	828						68			3
101	101	200	200	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	829									3
101	101	200	200	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	830									
101	101	200	200	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	831						69			
101	101	201	201	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	832									
102	102	202	202	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	833						68			3
102	102	203	203	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	834						68			3
102	102	407/2	407/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	835						68			3
102	102	202	202	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	836									3
102	102	202	202	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	837									
102	102	202	202	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	838						70			
102	102	203	203	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	839									
103	103	204	204	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	840						68			3
103	103	409/2	409/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	841						68			3
103	103	411/2	411/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	842									3
103	103	204	204	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	843									3
103	103	204	204	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	844						71			
103	103	205	205	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	845									
103	103	204	204	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	846									
104	104	206	206	0.0	0	0	Spanner	2/4	1	1	0													
104	104	206	206	0.0	0	0	Spanner	2/4	1	1	0												1	
104	104	206	206	0.0	0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	847								1	
104	104	206	206	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	848								1	
104	104	206	206	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	849								1	
104	104	206	206	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	850									
104	104	206	206	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	851						72			
104	104	207	207	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	852									
105	105	208	208	0.0	0	0	Spanner	2/4	1	1	0													
105	105	208	208	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	853						73			
105	105	209	209	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	854						73			
105	105	419/2	419/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	855						73			
105	105	417/2	417/2	1.5	1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	856									
105	105	417/2	417/2	1.5	1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	857									
106	106	210	210	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	858						73			
106	106	211	211	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	859						73			
106	106	423/2	423/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	860						73			
106	106	421/2	421/2	1.5	1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	861									
106	106	421/2	421/2	1.5	1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	862									
107	107	212	212	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	863						73			
107	107	213	213	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	864						73			
107	107	427/2	427/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	865									
107	107	425/2	425/2	1.5	1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	866									
107	107	425/2	425/2	1.5	1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	867									
108	108	214	214	0.0	0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	868									
108	108	214	214	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	869									
108	108	429/2	429/2	1.5	1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	870									
108	108	429/2	429/2	1.5	1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	871									
109	109	216	216	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	872						74			
109	109	217	217	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	873						74			
109	109	435/2	435/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	874						74			
109	109	433/2	433/2	0.0	1/8	1/8	Spanner	2/4	1	2	0													4
109	109	433/2	433/2	1.5	1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	875									4
109	109	433/2	433/2	1.5	1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	876									
109	109	433/2	433/2	1.0	1/8	1/8	Chord	2/4	2	2	1/4		1/4	1	877						75			
109	109	435/2	435/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	878									
110	110	218	218	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	879						74			4
110	110	219	219	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	880						74			4
110	110	439/2	439/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	881						74			4
110	110	437/2	437/2	1.5	1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	882									4
110	110	437/2	437/2	1.5	1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	883									
110	110	437/2	437/2	1.0	1/8	1/8	Chord	2/4	2	2	1/4		1/4	1	884									
110	110	439/2	439/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	885									
111	111	220	220	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	886						74			4
111	111	221	221	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	887						74			
111	111	443/2	443/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	888									
111	111	441/2	441/2	1.5	1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	889									
111	111	221	221	0.0	1/4	1/4	Spanner	2/4	1	2	0													
111	111	441/2	441/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	890						76			
111	111	443/2	443/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	891									
111	111	441/2	441/2	0.0	1/8	1/8	Chord	2/4	2	2	0	acciaccatura	1/8	1	892									
111	111	441/2	441/2	1.5	1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	893									
112	112	222	222	0.0	0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	894									
112	112	222	222	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	895									
112	112	445/2	445/2	1.5	1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	896									
112	112	445/2	445/2	1.5	1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	897									
113	113	224	224	0.0	0	0	Dynamic	2/4	1	1	0					p								
113	113	224	224	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	898						77			
113	113	1345/6	1345/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	899						77			
113	113	673/3	673/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	900						77			
113	113	449/2	449/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	901						77			
113	113	674/3	674/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	902						77			
113	113	1349/6	1349/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	903									
113	113	225	225	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	904		articTenutoAbove							
113	113	225	225	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	905		articTenutoAbove							
114	114	226	226	0.0	0	0	Tempo	2/4	1	1	0							150	150.0	0.0				
114	114	453/2	453/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	906						78			
114	114	907/4	907/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	907						78			
114	114	227	227	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	908						78			
114	114	909/4	909/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	909						78			
114	114	455/2	455/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	910						78			
114	114	911/4	911/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	911									
114	114	226	226	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	912		articStaccatoBelow							
114	114	453/2	453/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	913		articStaccatoBelow							
114	114	227	227	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	914		articStaccatoBelow							
114	114	455/2	455/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	915		articStaccatoBelow							
115	115	228	228	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	916						79			
115	115	1369/6	1369/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	917						79			
115	115	685/3	685/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	918						79			
115	115	457/2	457/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	919						79			
115	115	686/3	686/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	920						79			
115	115	1373/6	1373/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	921									
115	115	229	229	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	922		articTenutoAbove							
115	115	229	229	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	923		articTenutoAbove							
116	116	461/2	461/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	924						80			
116	116	923/4	923/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	925						80			
116	116	231	231	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	926						80			
116	116	925/4	925/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	927						80			
116	116	463/2	463/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	928						80			
116	116	927/4	927/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	929									
116	116	230	230	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	930		articStaccatoBelow							
116	116	461/2	461/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	931		articStaccatoBelow							
116	116	231	231	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	932		articStaccatoBelow							
116	116	463/2	463/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	933		articStaccatoBelow							
117	117	232	232	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	934						81			
117	117	1393/6	1393/6	0.0	1/24	1/24	Dynamic	2/4	1	1	0					other-dynamics					81			
117	117	1393/6	1393/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	935						81			
117	117	697/3	697/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	936						81			
117	117	465/2	465/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	937						81			
117	117	698/3	698/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	938						81			
117	117	1397/6	1397/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	939									
117	117	233	233	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	940		articTenutoAbove							
117	117	233	233	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	941		articTenutoAbove							
118	118	469/2	469/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	942						82			
118	118	939/4	939/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	943						82			
118	118	235	235	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	944						82			
118	118	941/4	941/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	945						82			
118	118	471/2	471/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	946						82			
118	118	943/4	943/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	947									
118	118	234	234	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	948		articStaccatoAbove							
118	118	469/2	469/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	949		articStaccatoAbove							
118	118	235	235	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	950		articStaccatoAbove							
118	118	471/2	471/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	951		articStaccatoAbove							
119	119	236	236	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	952						83			
119	119	1417/6	1417/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	953						83			
119	119	709/3	709/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	954						83			
119	119	473/2	473/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	955						83			
119	119	710/3	710/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	956						83			
119	119	1421/6	1421/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	957									
119	119	237	237	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	958		articTenutoAbove							
119	119	237	237	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	959		articTenutoAbove							
120	120	477/2	477/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	960						84			
120	120	955/4	955/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	961						84			
120	120	239	239	0.0	1/4	1/4	Spanner	2/4	1	1	0										84			5
120	120	239	239	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	962						84			5
120	120	957/4	957/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	963						84			5
120	120	479/2	479/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	964						84			5
120	120	959/4	959/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	965									5
120	120	238	238	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	966		articStaccatoAbove							
120	120	477/2	477/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	967		articStaccatoAbove							
120	120	239	239	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	968		articStaccatoAbove							
120	120	479/2	479/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	969		articStaccatoAbove							
121	121	240	240	0.0	0	0	Spanner	2/4	1	1	0													
121	121	240	240	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	970		articAccentStaccatoBelow							
121	121	481/2	481/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	971		articStaccatoBelow							
121	121	241	241	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	972		articStaccatoBelow							
121	121	483/2	483/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	973		articStaccatoBelow							
122	122	242	242	0.0	0	0	Spanner	2/4	2	1	0												2	
122	122	242	242	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	974		articStaccatoAbove						2	
122	122	485/2	485/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	975		articStaccatoAbove						2	
122	122	243	243	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	976		articStaccatoAbove						2	
122	122	487/2	487/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	977		articStaccatoAbove						2	
123	123	244	244	0.0	0	0	Spanner	2/4	2	1	0													
123	123	244	244	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	978		articStaccatoBelow							
123	123	489/2	489/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	979		articStaccatoBelow							
123	123	245	245	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	980		articStaccatoBelow							
123	123	491/2	491/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	981		articStaccatoBelow							
124	124	246	246	0.0	0	0	Dynamic	2/4	2	1	0					pp								
124	124	246	246	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	982		articAccentStaccatoBelow							
124	124	493/2	493/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	983		articStaccatoBelow							
124	124	247	247	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	984		articAccentStaccatoBelow							
124	124	495/2	495/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	985		articStaccatoBelow							
125	125	499/2	499/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	986						85			
125	125	1997/8	1997/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	987						85			
125	125	999/4	999/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	988						85			
125	125	1999/8	1999/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	989						85			
125	125	248	248	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	990		articStaccatoBelow							
125	125	497/2	497/2	0.0	1/8	1/8	Dynamic	2/4	2	1	0					other-dynamics								
125	125	497/2	497/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	991		articStaccatoBelow							
125	125	249	249	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	992		articStaccatoBelow							
125	125	499/2	499/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	993		articStaccatoBelow							
126	126	250	250	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	994		articStaccatoBelow							
126	126	501/2	501/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	995		articStaccatoBelow							
126	126	251	251	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	996		articStaccatoBelow							
126	126	503/2	503/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	997		articStaccatoBelow							
126	126	250	250	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	998		articStaccatoBelow							
126	126	501/2	501/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	999		articStaccatoBelow							
126	126	251	251	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1000		articStaccatoBelow							
126	126	503/2	503/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1001		articStaccatoBelow							
127	127	252	252	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1002		articStaccatoBelow							
127	127	505/2	505/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1003		articStaccatoBelow							
127	127	253	253	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1004		articStaccatoBelow							
127	127	507/2	507/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1005		articStaccatoBelow							
127	127	252	252	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1006		articStaccatoBelow							
